id,ParentId,owneruserid,score
"555","549","136","423"
"3502","3486","266","1"
"3514","3486","419","0"
"3517","3486","136","1"
"3519","3486","448","1"
"3522","3486","392","1"
"3548","3486","357","0"
"3593","3486","527","0"
"3827","3486","430","2"
"16875","16861","92","0"
"16929","16861","1694","6"
"17891","3486","1904","0"
"25136","16861","2363","27"
"25151","16861","2010","4"
"28436","28369","72","2"
"29180","29175","71","0"
"29184","29175","383","0"
"29195","29175","3068","0"
"29204","29175","383","1"
"29230","29175","3068","0"
"29390","28369","3119","1"
"31964","28369","2774","0"
"32028","28369","2603","2"
"38444","38421","1467","5"
"38446","38421","2168","28"
"40069","39929","3207","8"
"42206","42115","1433","0"
"42213","42115","1889","1"
"46746","46693","1559","0"
"47320","46693","1265","3"
"49485","49455","3148","1"
"58626","58621","3366","28"
"59471","58621","255","4"
"69631","69627","9706","-2"
"69634","69627","9593","1"
"69635","69627","9021","0"
"69639","69627","1114","13"
"69649","69627","9634","1"
"69656","69309","","1"
"69989","69979","5190","1"
"69995","69979","10943","5"
"70003","69979","11192","0"
"70025","69979","83819","-1"
"70145","69979","11181","0"
"70315","69627","11449","3"
"70712","70653","6267","3"
"70832","70653","4966","0"
"70915","70653","745","0"
"76441","76408","115","3"
"76470","76408","9232","0"
"76495","76408","4727","1"
"76508","76408","13138","1"
"76528","76359","1425","4"
"76546","76408","12523","1"
"76565","76359","8815","2"
"76889","76408","13699","2"
"77717","76408","9410","8"
"78103","76408","13165","4"
"78106","76408","14260","3"
"78561","76408","5674","27"
"80008","70653","14107","11"
"80178","69309","4082","0"
"80326","69309","11019","2"
"83202","58621","15724","11"
"90420","90413","4869","10"
"90438","90413","","7"
"90455","90413","6043","4"
"90959","90413","15625","6"
"91680","90413","15109","0"
"93857","16861","17898","13"
"101557","101427","6791","10"
"101559","101427","11897","0"
"107838","49455","5822","1"
"110110","49455","9042","0"
"112819","112768","6760","2"
"112895","112768","18184","0"
"114058","114052","5190","1"
"115090","114052","4028","3"
"118381","118374","4425","34"
"118382","118374","13","4"
"118385","118374","19369","15"
"118390","118374","1343","3"
"118409","118374","1821","1"
"118416","118374","14894","3"
"118425","118374","12034","2"
"118431","118374","19974","2"
"118439","118374","6014","2"
"118453","118374","1343","0"
"118513","118374","1553","1"
"118542","118374","20689","9"
"118695","118374","20540","-1"
"119101","118374","20082","24"
"119225","118374","10080","0"
"121141","121123","377","1"
"121144","121123","15393","1"
"121145","121123","2525","1"
"121148","121123","20272","1"
"121150","121123","1178","0"
"121153","121123","4203","0"
"121157","121123","15541","1"
"121158","121123","13997","3"
"121172","121123","8435","0"
"121230","121123","18253","1"
"121580","118374","20486","6"
"123526","123499","17160","14"
