issue_link,repo_name,user_id,user_login,user_role,creation date,account_createdate
https://api.github.com/repos/hwdsl2/setup-ipsec-vpn/issues/579,hwdsl2/setup-ipsec-vpn,33059802,Fahaba,questioner,2019-06-12T11:40:23Z,2017-10-24T12:30:05Z
https://api.github.com/repos/hwdsl2/setup-ipsec-vpn/issues/579,hwdsl2/setup-ipsec-vpn,5104323,hwdsl2,commenter,2019-06-14T05:03:32Z,2013-07-27T21:14:12Z
https://api.github.com/repos/drwetter/testssl.sh/issues/138,drwetter/testssl.sh,327952,teward,questioner,2015-07-17T23:15:50Z,2010-07-10T01:02:18Z
https://api.github.com/repos/drwetter/testssl.sh/issues/138,drwetter/testssl.sh,8036727,drwetter,commenter,2015-07-18T06:20:48Z,2014-07-01T11:53:42Z
https://api.github.com/repos/hwdsl2/setup-ipsec-vpn/issues/730,hwdsl2/setup-ipsec-vpn,671431,liasica,questioner,2020-02-20T04:27:11Z,2011-03-15T17:12:56Z
https://api.github.com/repos/hwdsl2/setup-ipsec-vpn/issues/730,hwdsl2/setup-ipsec-vpn,5104323,hwdsl2,commenter,2020-04-12T20:55:54Z,2013-07-27T21:14:12Z
https://api.github.com/repos/nextcloud/nextcloudpi/issues/394,nextcloud/nextcloudpi,10137,ghost,questioner,2018-02-07T16:04:05Z,2008-05-13T06:14:25Z
https://api.github.com/repos/nextcloud/nextcloudpi/issues/394,nextcloud/nextcloudpi,24226092,PascalHeynmoeller,commenter,2018-02-07T23:45:48Z,2016-11-28T13:23:08Z
https://api.github.com/repos/nextcloud/nextcloudpi/issues/394,nextcloud/nextcloudpi,21343324,nachoparker,commenter,2018-02-08T13:19:25Z,2016-08-30T17:19:19Z
https://api.github.com/repos/hwdsl2/setup-ipsec-vpn/issues/719,hwdsl2/setup-ipsec-vpn,5110561,xieyanfu,questioner,2020-01-16T10:01:25Z,2013-07-29T06:06:31Z
https://api.github.com/repos/hwdsl2/setup-ipsec-vpn/issues/719,hwdsl2/setup-ipsec-vpn,5104323,hwdsl2,commenter,2020-01-17T08:51:16Z,2013-07-27T21:14:12Z
https://api.github.com/repos/hwdsl2/setup-ipsec-vpn/issues/719,hwdsl2/setup-ipsec-vpn,23055030,javanoclaw,commenter,2020-02-05T02:40:10Z,2016-10-25T13:05:27Z
https://api.github.com/repos/angristan/openvpn-install/issues/12,angristan/openvpn-install,13705937,atulsian89,questioner,2016-12-11T14:06:03Z,2015-08-08T10:15:40Z
https://api.github.com/repos/angristan/openvpn-install/issues/12,angristan/openvpn-install,11699655,angristan,commenter,2016-12-17T19:03:06Z,2015-03-28T21:26:45Z
https://api.github.com/repos/drwetter/testssl.sh/issues/539,drwetter/testssl.sh,11758944,fishouttah20,questioner,2016-11-29T14:21:27Z,2015-04-01T18:20:43Z
https://api.github.com/repos/drwetter/testssl.sh/issues/539,drwetter/testssl.sh,8036727,drwetter,commenter,2016-11-30T20:07:38Z,2014-07-01T11:53:42Z
https://api.github.com/repos/drwetter/testssl.sh/issues/307,drwetter/testssl.sh,8897646,donnet,questioner,2016-03-03T13:45:17Z,2014-09-24T10:56:25Z
https://api.github.com/repos/drwetter/testssl.sh/issues/307,drwetter/testssl.sh,8036727,drwetter,commenter,2016-03-04T07:03:57Z,2014-07-01T11:53:42Z
