links,type,state,creation date,updated date,closed date,comment count,user count
https://api.github.com/repos/spring-projects/spring-boot/issues/13787,issue,closed,2018-07-16T17:27:34Z,2018-08-06T23:55:18Z,2018-08-06T23:55:18Z,1,0
https://api.github.com/repos/spring-projects/spring-boot/issues/17036,issue,open,2019-05-31T21:23:11Z,2019-09-20T15:50:44Z,,0,0
https://api.github.com/repos/rancher/rancher/issues/25396,pr,closed,2020-02-13T17:12:21Z,2020-02-18T17:12:00Z,2020-02-14T19:00:49Z,0,0
https://api.github.com/repos/jhipster/generator-jhipster/issues/5303,pr,closed,2017-02-25T19:37:32Z,2017-03-13T19:27:08Z,2017-02-25T21:46:55Z,0,0
https://api.github.com/repos/wekan/wekan/issues/2581,pr,closed,2019-08-04T09:13:40Z,2019-08-04T11:23:53Z,2019-08-04T11:23:53Z,0,0
https://api.github.com/repos/openfaas/faas/issues/1209,issue,closed,2019-06-05T10:37:20Z,2019-06-16T14:31:38Z,2019-06-16T14:31:37Z,1,0
https://api.github.com/repos/rancher/rancher/issues/8844,issue,closed,2017-05-23T18:53:21Z,2018-03-03T00:56:49Z,2018-03-03T00:56:49Z,2,2
https://api.github.com/repos/istio/istio/issues/4337,issue,closed,2018-03-16T20:49:15Z,2018-04-12T18:24:33Z,2018-04-12T18:24:33Z,2,0
https://api.github.com/repos/Kong/kong/issues/1029,pr,closed,2016-02-27T00:38:39Z,2016-02-27T00:49:53Z,2016-02-27T00:49:53Z,1,0
https://api.github.com/repos/RocketChat/Rocket.Chat/issues/6214,issue,closed,2017-03-02T08:36:08Z,2018-11-01T16:41:54Z,2018-11-01T16:41:54Z,1,1
https://api.github.com/repos/elastic/elasticsearch/issues/33106,pr,closed,2018-08-23T19:55:12Z,2019-02-07T10:10:50Z,2018-08-27T16:56:22Z,1,1
https://api.github.com/repos/rancher/rancher/issues/25277,issue,open,2020-02-05T18:08:40Z,2020-07-20T04:09:50Z,,1,0
https://api.github.com/repos/hashicorp/vault/issues/2317,issue,closed,2017-02-01T02:05:11Z,2017-02-02T21:29:03Z,2017-02-02T21:29:03Z,3,1
https://api.github.com/repos/OAI/OpenAPI-Specification/issues/1876,issue,closed,2019-03-26T10:12:15Z,2019-04-01T14:32:08Z,2019-04-01T14:32:08Z,1,1
https://api.github.com/repos/jaredhanson/passport/issues/293,issue,closed,2014-10-14T18:31:24Z,2014-10-14T18:39:17Z,2014-10-14T18:39:17Z,1,0
https://api.github.com/repos/ansible/ansible/issues/55920,pr,closed,2019-04-30T11:57:05Z,2019-10-08T13:18:05Z,2019-09-05T06:36:17Z,0,0
https://api.github.com/repos/rancher/rancher/issues/14404,issue,closed,2018-07-05T18:56:20Z,2020-03-30T19:57:39Z,2020-03-05T21:27:02Z,5,3
https://api.github.com/repos/elastic/elasticsearch/issues/53161,issue,open,2020-03-05T11:17:51Z,2020-05-04T22:32:40Z,,1,1
https://api.github.com/repos/rails/rails/issues/38803,pr,open,2020-03-23T19:36:00Z,2020-07-19T18:28:38Z,,1,0
https://api.github.com/repos/elastic/elasticsearch/issues/53213,pr,closed,2020-03-06T04:47:39Z,2020-03-10T02:14:34Z,2020-03-10T02:14:34Z,1,1
https://api.github.com/repos/OAI/OpenAPI-Specification/issues/1473,issue,closed,2018-02-02T19:11:52Z,2018-03-22T13:58:56Z,2018-03-22T13:51:21Z,3,2
https://api.github.com/repos/hashicorp/terraform/issues/25354,issue,open,2020-06-23T19:15:07Z,2020-07-17T14:09:04Z,,2,1
https://api.github.com/repos/elastic/elasticsearch/issues/52250,pr,closed,2020-02-12T04:55:08Z,2020-02-18T22:55:49Z,2020-02-18T22:55:49Z,2,1
https://api.github.com/repos/rancher/rancher/issues/17988,pr,closed,2019-02-12T00:01:49Z,2019-02-12T00:13:38Z,2019-02-12T00:13:38Z,1,1
https://api.github.com/repos/spring-projects/spring-boot/issues/13860,issue,closed,2018-07-20T16:22:30Z,2018-08-28T20:00:18Z,2018-08-23T17:07:26Z,1,1
https://api.github.com/repos/jumpserver/jumpserver/issues/1585,issue,closed,2018-07-25T09:05:52Z,2020-04-16T06:01:30Z,2019-12-04T03:37:54Z,13,5
https://api.github.com/repos/spring-projects/spring-boot/issues/13142,issue,closed,2018-05-11T09:33:12Z,2018-07-05T19:55:58Z,2018-05-31T01:54:02Z,0,0
https://api.github.com/repos/rancher/rancher/issues/20556,pr,closed,2019-05-29T21:24:24Z,2019-06-21T16:26:12Z,2019-06-21T16:26:12Z,2,1
https://api.github.com/repos/spring-projects/spring-boot/issues/18260,issue,closed,2019-09-17T19:56:46Z,2019-10-02T18:35:38Z,2019-10-02T18:28:29Z,1,0
https://api.github.com/repos/realm/SwiftLint/issues/1945,pr,closed,2017-11-12T20:19:29Z,2018-02-26T12:09:52Z,2018-02-06T15:40:35Z,10,4
https://api.github.com/repos/go-gitea/gitea/issues/6520,issue,closed,2019-04-05T13:27:26Z,2019-11-13T04:04:31Z,2019-04-05T13:33:35Z,1,1
https://api.github.com/repos/RocketChat/Rocket.Chat/issues/371,issue,closed,2015-07-29T19:47:45Z,2015-08-19T20:13:30Z,2015-08-19T20:13:30Z,0,0
https://api.github.com/repos/spring-projects/spring-boot/issues/5499,issue,closed,2016-03-26T16:11:32Z,2016-03-28T19:45:29Z,2016-03-28T19:45:25Z,1,1
https://api.github.com/repos/rancher/rancher/issues/14080,issue,closed,2018-06-19T23:08:17Z,2018-06-29T23:09:36Z,2018-06-29T23:09:36Z,1,0
https://api.github.com/repos/meteor/meteor/issues/6231,issue,closed,2016-02-14T09:13:51Z,2016-02-18T21:07:24Z,2016-02-16T23:13:59Z,4,1
https://api.github.com/repos/portainer/portainer/issues/3377,issue,open,2019-11-15T00:46:18Z,2019-11-15T00:46:18Z,,0,0
https://api.github.com/repos/swagger-api/swagger-ui/issues/6125,issue,open,2020-06-10T10:53:43Z,2020-07-20T06:57:35Z,,1,1
https://api.github.com/repos/spring-projects/spring-boot/issues/18385,issue,closed,2019-09-27T17:55:55Z,2019-09-27T18:47:33Z,2019-09-27T18:47:33Z,1,0
https://api.github.com/repos/greenrobot/EventBus/issues/132,issue,closed,2014-11-30T14:02:45Z,2014-12-03T10:06:05Z,2014-12-03T10:06:05Z,1,1
https://api.github.com/repos/elastic/elasticsearch/issues/16434,pr,closed,2016-02-04T01:52:24Z,2016-02-04T18:20:46Z,2016-02-04T18:20:46Z,0,0
https://api.github.com/repos/elastic/elasticsearch/issues/44821,pr,closed,2019-07-24T15:46:05Z,2019-08-05T14:03:41Z,2019-07-26T09:04:26Z,1,1
https://api.github.com/repos/rancher/rancher/issues/13765,issue,closed,2018-05-29T21:18:18Z,2018-09-26T07:41:48Z,2018-09-26T07:41:48Z,1,1
https://api.github.com/repos/spring-projects/spring-boot/issues/18582,issue,closed,2019-10-15T03:58:45Z,2019-10-16T16:19:25Z,2019-10-16T13:10:12Z,0,0
https://api.github.com/repos/elastic/kibana/issues/47872,issue,open,2019-10-10T17:52:31Z,2019-10-11T17:15:41Z,,1,1
https://api.github.com/repos/RocketChat/Rocket.Chat/issues/14381,pr,closed,2019-05-04T19:27:03Z,2020-03-02T12:47:23Z,2019-05-15T20:43:27Z,4,3
https://api.github.com/repos/kubernetes/kubernetes/issues/53619,issue,closed,2017-10-09T22:36:48Z,2017-10-26T20:24:35Z,2017-10-26T20:24:35Z,1,0
https://api.github.com/repos/grafana/grafana/issues/6191,pr,closed,2016-10-04T19:37:07Z,2016-10-07T06:50:02Z,2016-10-07T06:49:58Z,5,2
https://api.github.com/repos/rancher/rancher/issues/24013,issue,open,2019-11-09T03:35:25Z,2020-06-22T22:44:44Z,,0,0
https://api.github.com/repos/laravel/framework/issues/23397,pr,closed,2018-03-05T22:12:02Z,2018-03-06T13:57:44Z,2018-03-06T13:57:44Z,0,0
https://api.github.com/repos/grafana/grafana/issues/19261,pr,closed,2019-09-20T13:43:15Z,2019-09-24T22:21:41Z,2019-09-23T12:34:06Z,0,0
https://api.github.com/repos/RocketChat/Rocket.Chat/issues/6915,issue,open,2017-05-08T21:57:07Z,2018-09-10T08:54:17Z,,1,1
https://api.github.com/repos/jhipster/generator-jhipster/issues/280,issue,closed,2014-05-05T03:01:34Z,2014-05-17T08:10:56Z,2014-05-06T01:21:25Z,0,0
https://api.github.com/repos/elastic/elasticsearch/issues/54215,pr,closed,2020-03-25T17:55:00Z,2020-04-01T14:07:37Z,2020-04-01T09:47:07Z,1,1
https://api.github.com/repos/helm/helm/issues/176,issue,closed,2016-01-08T21:51:20Z,2016-01-27T22:19:54Z,2016-01-27T22:19:54Z,1,0
https://api.github.com/repos/elastic/elasticsearch/issues/34763,issue,closed,2018-10-23T18:12:17Z,2018-11-28T02:29:43Z,2018-11-28T02:29:43Z,1,1
https://api.github.com/repos/YMFE/yapi/issues/407,pr,closed,2018-06-25T09:53:56Z,2018-06-27T03:13:54Z,2018-06-27T03:13:54Z,5,1
https://api.github.com/repos/OAI/OpenAPI-Specification/issues/2194,issue,closed,2020-04-02T10:11:28Z,2020-04-07T17:21:31Z,2020-04-07T17:21:31Z,2,1
https://api.github.com/repos/swagger-api/swagger-ui/issues/3217,issue,closed,2017-06-09T14:09:55Z,2019-07-05T18:55:39Z,2018-07-05T16:43:04Z,2,2
https://api.github.com/repos/elastic/kibana/issues/15769,issue,open,2017-12-26T17:21:01Z,2017-12-26T22:00:53Z,,2,1
https://api.github.com/repos/Kong/kong/issues/1494,issue,closed,2016-08-12T08:02:44Z,2016-10-25T18:46:58Z,2016-10-25T18:46:58Z,1,0
https://api.github.com/repos/alibaba/spring-cloud-alibaba/issues/1543,issue,closed,2020-06-23T08:38:16Z,2020-06-28T05:46:23Z,2020-06-28T05:46:23Z,3,1
https://api.github.com/repos/spring-projects/spring-boot/issues/13811,issue,closed,2018-07-18T19:15:01Z,2018-08-28T20:00:31Z,2018-07-24T20:03:37Z,1,1
https://api.github.com/repos/grafana/grafana/issues/5248,issue,closed,2016-06-01T18:17:33Z,2019-06-25T14:38:41Z,2016-06-02T07:34:01Z,5,5
https://api.github.com/repos/jhipster/generator-jhipster/issues/3337,pr,closed,2016-04-04T22:01:35Z,2016-04-20T11:02:57Z,2016-04-06T00:40:28Z,0,0
https://api.github.com/repos/grafana/grafana/issues/3401,issue,closed,2015-12-03T00:25:53Z,2015-12-03T09:04:11Z,2015-12-03T09:04:11Z,1,1
