links,type,state,creation date,updated date,closed date,comment count,user count
https://api.github.com/repos/keras-team/keras/issues/12422,issue,open,2019-03-08T14:42:35Z,2019-03-08T15:28:02Z,,0,0
https://api.github.com/repos/pingcap/tidb/issues/13933,issue,closed,2019-12-05T12:33:12Z,2019-12-24T08:58:40Z,2019-12-24T08:58:40Z,0,0
https://api.github.com/repos/microsoft/TypeScript/issues/25274,issue,closed,2018-06-27T16:59:59Z,2018-09-17T22:19:11Z,2018-09-17T22:19:11Z,0,0
https://api.github.com/repos/influxdata/influxdb/issues/10270,issue,closed,2018-09-10T18:19:45Z,2018-09-10T20:59:51Z,2018-09-10T20:59:48Z,0,0
https://api.github.com/repos/google/ExoPlayer/issues/210,issue,closed,2014-12-19T09:34:47Z,2017-06-28T11:13:54Z,2014-12-19T11:36:12Z,1,1
https://api.github.com/repos/microsoft/TypeScript/issues/24300,issue,closed,2018-05-21T20:19:16Z,2018-07-31T17:33:16Z,2018-05-22T14:51:20Z,1,1
https://api.github.com/repos/nodejs/node/issues/18537,pr,closed,2018-02-02T20:36:47Z,2018-06-29T22:32:33Z,2018-02-10T13:39:37Z,6,4
https://api.github.com/repos/microsoft/TypeScript/issues/39278,issue,closed,2020-06-26T17:51:34Z,2020-06-30T20:38:00Z,2020-06-30T20:37:59Z,1,1
https://api.github.com/repos/microsoft/TypeScript/issues/15315,issue,closed,2017-04-22T07:07:30Z,2018-06-14T21:03:07Z,2017-05-08T19:23:02Z,2,1
https://api.github.com/repos/microsoft/TypeScript/issues/5616,issue,closed,2015-11-11T19:47:07Z,2018-06-19T20:31:50Z,2017-06-12T22:22:02Z,1,1
https://api.github.com/repos/realm/SwiftLint/issues/2428,pr,closed,2018-10-01T09:42:20Z,2018-10-02T08:57:42Z,2018-10-02T00:23:58Z,4,2
https://api.github.com/repos/microsoft/TypeScript/issues/18759,issue,closed,2017-09-26T01:46:47Z,2018-06-14T20:46:50Z,2017-09-26T16:56:20Z,1,1
https://api.github.com/repos/keras-team/keras/issues/13098,issue,open,2019-07-12T03:38:17Z,2019-07-18T01:04:43Z,,0,0
https://api.github.com/repos/microsoft/TypeScript/issues/20634,issue,closed,2017-12-11T21:55:12Z,2018-06-14T20:39:14Z,2017-12-11T22:04:37Z,1,1
