Topic ID,Category,Sub-Category,Frequency,Norm Frequency,Share,Norm Share
0,Network Security,Digital Certificates,627,0.29956999522216915,691.091487120837,0.33019182375577494
1,Authentication,Login,650,0.3105590062111801,659.9012283049524,0.3152896456306509
2,Cryptography,Encryption,816,0.38987099856665075,742.0072839744389,0.35451853032701336
