Topic ID,Category,Sub-Category,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04
TOPIC 0,Cryptography,Encoding,0,0,0,0,0,0,0,0,0,0,0.2449723221361637,0.2610457316040993,0.011174840852618217,0,0.04330735141411424,0.11763883312232792,0,0.18385259807109833,0.18836741894483566,0.12142038345336914,0.09007334912894294,0.008556805551052094,0.49325375258922577,0.10874762386083603,0.31757377460598946,0.11356987874023616,0.26715517044067383,0.0026147321332246065,0.2731800992817928,0.16310087218880653,0.11395313854639728,0,0.05251012375811115,0,0.11063269153237343,0.14539927057921886,0.16548248757317197,0.07238543200461815,0.11334368633106351,0.21732629587252936,0.06532582710497081,0.0027622565103229135,0.039144115149974824,0.0869598380328777,0.06202765926718712,0.022257243349616016,0.1232009584394594,0.0046647684648633,0.18316211951208639,0.2635872308164835,0.07143085438292474,0.07228370796379056,0.07469891143448062,0.06157631981186569,0.0666031044907868,0.09614702584356284,0.06069072140583202,0.04974660880863666,0.08838792136375559,0.06372395268685761,0.06980769079178571,0.06920052340096196,0.050457279910522235,0.037429677005136566,0.08368884027004242,0.04849454888151776,0.05453376610463378,0.04688665454057372,0.04043006139146464,0.06751665615829552,0.049944119004067034,0.06175855620632596,0.05516358383934179,0.05488275533535358,0.053807284146793845,0.058505203644531725,0.03993922834658488,0.0499336086679511,0.04058904203071684,0.043529689515566045,0.046096936212635366,0.03641160078030394,0.03170207610724732,0.04563692807692822,0.04384705776106052,0.047853049450235344,0.04096273543355478,0.04202881952958956,0.04268192291656834,0.048644623797048016,0.03766404807061424,0.03873610062751842,0.03585489257593432,0.036905650461248315,0.03673787020264722,0.045307890742641084,0.04635562626704617,0.042950222090355594,0.031978159992335844,0.039847055147615745,0.04268895879868069,0.03763479359723517,0.040193711935857974,0.04431673150320827,0.042328540432469385,0.041804637074138104,0.0323993277571479,0.041575048377416796,0.03701439609938732,0.04775795813311036,0.04435895307131746,0.03761924379221246,0.0405325886776252,0.04240729110518188,0.03959797389678726,0.03914995874550911,0.04990763244629995,0.03379220190042123,0.03613397451668819,0.041044015630697164,0.03736911225343727,0.037968794396920975,0.0353415942514979,0.043222616580975315,0.03745953280202822,0.036575381497608105,0.0417701573752367,0.03045367864476301,0.03764635821618952,0.03716628664494522,0.039448029278785206,0.044989270026602614,0.038207523740117856,0.03689701083553709,0.033897661484482665,0.0424008966226586
TOPIC 1,Development,Implementation,0,0,0,0,0,0,0,0,0,0,0.0730810072273016,0.08769810199737549,0.005151491146534681,0,0.04585044571043303,0.09801887162029743,0,0.0019938114564865828,0.029014548053964972,0.04283458708475033,0.04901393409818411,0.003913019318133593,0.0746408049017191,0.11163841933012009,0.12165623158216476,0.010798676987178624,0.04046538099646568,0.10548514127731323,0.05728626404500877,0.05630750821728725,0.0768892766936915,0,0.07084106653928757,0,0.07268026535166427,0.06444206982851028,0.04053985611972166,0.07990255703528722,0.06773711335180062,0.08621593083565433,0.02182103766244836,0.001273223853786476,0.041800646018236874,0.05715548890051044,0.021986238658428192,0.02869267000018486,0.037894436420174316,0.002150116953998804,0.057866457540182055,0.001452907599741593,0.040352185415880135,0.04356714072803568,0.03316880466790233,0.03128968668897869,0.0282816695405927,0.04495947425255928,0.03962575492076449,0.01663152252556756,0.03492810755415121,0.028797442248711985,0.021570313554257155,0.01347573229286354,0.01236967823461856,0.009863937448959146,0.014646255401668086,0.015062950845401478,0.012707931704006534,0.016798791319863022,0.010010281708086804,0.012036907241053996,0.013189118511541488,0.010036792433611877,0.006469594469216013,0.007243196296526623,0.004479317591903964,0.010270226908087638,0.009827832743496556,0.009818153905641416,0.00995444241186861,0.009620575735802626,0.011012954405656823,0.009640570822808467,0.005862129643795671,0.011539652745746568,0.009177255092462871,0.0071669993962195965,0.010633621537311807,0.00697095131758472,0.008173709246909624,0.010732201318649798,0.013141777103345912,0.011161166230998323,0.00988820992211959,0.011713926004111792,0.010753508917189956,0.019168224373039,0.016312044800681127,0.0211594062938494,0.015135285592412567,0.018240788251811562,0.02823321090556419,0.019401428429994462,0.033508674651802135,0.038716224307984055,0.03813962408347677,0.028222654412492318,0.02549946993098001,0.019548077887689308,0.05350107999574322,0.047113913461303045,0.04133210679224683,0.030724024459254255,0.047320596666453704,0.024121375938684037,0.037286721708513604,0.03443658076975412,0.05298252961451224,0.042872889188565085,0.052461259225920355,0.04185948182701303,0.038606193623502975,0.03422937106845014,0.03846831240782273,0.03644883552289945,0.041177347285080476,0.04315459467648538,0.029516610496641917,0.034321904845201597,0.028098449123878474,0.030030800290470366,0.03341225758584621,0.027098781939553892,0.024941586344331048,0.028565590854401413,0.027701386330950106,0.027819481360257397
TOPIC 2,Network Security,Client/Server,0,0,0,0,0,0,0,0,0,0,0.0015182206989265978,0.0037991354474797845,0.008687558583915234,0,0.002394900657236576,0.003297206189017743,0,0.003375512547791004,0.05756055607344024,0.03398403280880302,0.046403699278016575,0.006612373515963554,0.03303638129727915,0.07781819999217987,0.04240844585001469,0.003026932041393593,0.0005823733517900109,0.0020255539566278458,0.015301316161639988,0.022821262595243752,0.018909122756061453,0,0.0015439247035828885,0,0.0016378838627133518,0.003910771710798145,0.016170108814549167,0.01493829752629002,0.022925914963707328,0.0010771085605180513,0.06948559882584959,0.019334245240315795,0.026616396300960334,0.013458562185405754,0.0010354381520301104,0.005310639273375273,0.004654868893946211,0.0036351773887872696,0.008252609096499245,0.002420615084702149,0.026258111015583077,0.04527744703782013,0.008532657992633941,0.019538773866952398,0.014929353151819669,0.011702235682885377,0.012373848453811977,0.023506174257490783,0.034744465816766025,0.02902164744556926,0.024271873096586204,0.03160601984792655,0.027851600619976886,0.017493677482499543,0.023587500271322722,0.034766786796835196,0.03119218560711418,0.025142130844311363,0.024525654654773403,0.03267615424192627,0.035650320681371445,0.031381857876018014,0.018612781672006456,0.02184671462660457,0.021262912658515716,0.02812074433923187,0.032147187291658066,0.023261349713753474,0.016835874938138193,0.024113260794618372,0.02738699805003738,0.017967500220291623,0.029342700260945834,0.028945983960558638,0.024884105303593876,0.026385456826915687,0.026131294150836766,0.02687661251478983,0.020885031276524524,0.021595755642694656,0.028180008009881005,0.02376494922553308,0.019064261679764556,0.02944786630055146,0.019622276452728356,0.023246109297865275,0.02181407148543994,0.02667562022075025,0.021004901133706386,0.02520397588079381,0.022687422601775323,0.021054864222258853,0.024109166694782493,0.022579707295249163,0.027445025152488117,0.027784753925559198,0.022565944663250976,0.02454137649607864,0.025966563331050876,0.026238692505487573,0.02627216047062734,0.034128324107839274,0.02618188778211808,0.028552423392069655,0.02257425966465684,0.023910111324134627,0.020072348231596124,0.02412447312042307,0.02510838965388137,0.020945999073883694,0.023029940722799336,0.029108530020324506,0.02440751836812295,0.024106447955119976,0.025891992489471275,0.028519278736727223,0.02959428412771003,0.025200976310877782,0.02794857554088298,0.02710604713143739,0.028793259454911926,0.02405291570674378,0.027256078440393273,0.02452245288522991,0.019806616663443074,0.026846598420011074
TOPIC 3,Data Security,Digital Signature,0,0,0,0,0,0,0,0,0,0,0.2834000810980797,0.010437566554173827,0.01066819578409195,0,0.0417791282137235,0.004022537847049534,0,0.004116492345929146,0.1488392116734758,0.02790906177445625,0.01258584248716943,0.008061263710260391,0.0019224582938477397,0.012771042063832283,0.0016513089067302644,0.023513369262218475,0.016035059466958046,0.04036329314112663,0.007045463775284588,0.02037374471547082,0.02215703574862952,0,0.008573958068154752,0,0.02332946506794542,0.08125556346494704,0.0439401000039652,0.03838440508116037,0.01027239057501512,0.021296932362020016,0.09861928853206336,0.018144909729016945,0.014744775462895631,0.05288265395211056,0.001264390186406672,0.04104202404518479,0.01895668792227904,0.004430427681654692,0.04091749307223257,0.06779441190883517,0.029746571774982536,0.07446821888221339,0.017075040708541087,0.03176704253128264,0.047531512536806986,0.04068599195810608,0.04009507327219066,0.03360315105644986,0.025540425977669656,0.041965136041177346,0.05215805316984188,0.034863746181196933,0.04022928838605514,0.036590585623690414,0.039599947754565316,0.019415769196462398,0.023527397748973902,0.038187640274899376,0.024407543415661842,0.030298054335980852,0.029340679806611862,0.04015302531745123,0.04568321244288986,0.03803568288896683,0.02996658471529372,0.03320134212258357,0.04610441457393959,0.03320882660887547,0.03793991830675663,0.03738368943386155,0.03289096816474935,0.03728529736267026,0.035260995831946314,0.03510601394889705,0.04414042273210765,0.035790050197535665,0.03227190621863966,0.041310616716334056,0.03449751044279621,0.031017488624238185,0.04315890172219685,0.03538637539934782,0.03881892413116146,0.029833672789362782,0.03949297217051513,0.046671573027071964,0.040030353348885245,0.03763034558155161,0.04670604798577022,0.04326071913188355,0.03424723676951544,0.03940835338142415,0.04354823436315787,0.031112936323704706,0.036435592505782814,0.03869883243405263,0.03152132173293577,0.022289989533898876,0.033778834179603555,0.028860644606915866,0.03452660006668803,0.02888118741570876,0.0342605520465765,0.03032429937904065,0.02943298856057916,0.03206935188800886,0.02902859067611917,0.03380903235085879,0.03711851613081318,0.033346403042716695,0.03037971434794919,0.02649139475678089,0.030476027608437657,0.029338161913861287,0.028155294882924578,0.028175142163535997,0.031944970985160075,0.027643829707438484,0.028838513489152024,0.03698542199366676,0.027577633472834283,0.03836712972910251,0.033567100840843474,0.033884820449900196,0.027403268106405327,0.035240877827418186
TOPIC 4,Network Security,Client/Server,0,0,0,0,0,0,0,0,0,0,0.0011664045450743288,0.030399115290492773,0.0066795144230127335,0,0.03471642034128308,0.07925684005022049,0,0.0570775531232357,0.003844392631435767,0.024299161178835977,0.07604394108057022,0.05456886813044548,0.007959197857417166,0.07973861694335938,0.01630841605947353,0.005043657263740897,0.0058438414707779884,0.21787044405937195,0.013127361540682614,0.018585093144793063,0.04764601564966142,0,0.1373816016712226,0,0.0012592489802045748,0.034599359903950244,0.0100675503781531,0.03083254462884118,0.09459157069379996,0.01894462644122541,0.05986765481065959,0.00165077336714603,0.04300427571870387,0.043332017226930475,0.000794609950389713,0.029737764603591392,0.01117873890325427,0.0027889295015484095,0.02450596798867495,0.00843760374118574,0.02517872697208077,0.04280472862800317,0.02421627724757663,0.03676331991155166,0.03655893219474819,0.024465188863149915,0.028115619209964516,0.0167343667417299,0.02164302515302552,0.03974818593927748,0.02577597611641977,0.038965978920584475,0.014638634838283414,0.022750048495903945,0.01802494831855357,0.019777173462310147,0.020880902618675742,0.024125631306353108,0.009681506722934559,0.018126283250239794,0.03203609832214877,0.028571347431305027,0.018717263342804765,0.027265924968724292,0.03212279527146807,0.020413099612668278,0.031074657343360644,0.02457468976021192,0.022024672173539386,0.02426431504281936,0.018788569119595144,0.03300529116809364,0.03262560663511807,0.033766075352962624,0.02333544487563502,0.021248962992665422,0.024462313172724945,0.02654458399298039,0.02762181916197084,0.021870790932193497,0.025997490239382512,0.022622893400718425,0.020432992385104327,0.02111487269944696,0.027487142478667095,0.022115581497309758,0.024573275475850354,0.02361487819002127,0.023379138105218026,0.02023672039943598,0.018368079941283214,0.020221575191735716,0.019027636574525875,0.019967685295880236,0.018017314488717323,0.01781283753914113,0.02347606833968002,0.03087816140901769,0.020968467352623577,0.017499705214394694,0.02248432883383714,0.02336478958785712,0.021699437762885534,0.025138621627672948,0.022061922397940217,0.02092848089716354,0.02240091121067799,0.019224699321426713,0.021002248264043545,0.018944970535649853,0.02251267190354206,0.023585901725524865,0.024346883043081538,0.019786326931467157,0.021867396848579634,0.021827934552696895,0.017541445733835627,0.02054351845973703,0.018454336405997057,0.02141837356291727,0.02278572012328967,0.02276646499284687,0.024432576506242698,0.019946303546817708,0.024645297899661786,0.024409003494285215
TOPIC 5,Network Security,Exploits,0,0,0,0,0,0,0,0,0,0,0.0008441406243946403,0.0005932530912104994,0.004833698738366365,0,0.0558830521767959,0.007240376551635563,0,0.0018706833943724632,0.13505166456161533,0.021836004346065845,0.004860554407059681,0.052828188985586166,0.0008709097455721349,0.0006759329116903245,0.0007512431475333869,0.022218001075088978,0.09069595485925674,0.0011258736485615373,0.008367915676596263,0.02264449407812208,0.07101937325205654,0,0.005319341013091616,0,0.08487606793642044,0.027586823445744812,0.005389893565734383,0.0038459723533984893,0.006967950786929578,0.0005984644133908054,0.005227576388278976,0.014389157615369186,0.006519273409503512,0.011734374861892624,0.0005746902315877378,0.015421070784213953,0.0011606980357707168,0.0020174749661237,0.02758405833182306,0.0002316313057235675,0.0014278535071449974,0.013365925247420645,0.011906568353113375,0.00275412982882699,0.009915930624265457,0.006796745771470551,0.010170180361930525,0.017554700700566174,0.0145366468521388,0.013433374691798929,0.007569483125698753,0.006675813552075332,0.006631866329101015,0.0146619591597257,0.009052939133511649,0.009685608202262837,0.00854494181280293,0.00765616779614918,0.004672647127599996,0.017046089860468783,0.006991015554376645,0.00730522329888671,0.009494309918887141,0.008318024822014582,0.010707171954923336,0.007170494857331962,0.008851672804522669,0.006829693072776711,0.006965812855505485,0.007201078377107567,0.005991323563143829,0.006808537886149392,0.008152805366143882,0.010033156233146025,0.008016482656182836,0.006730323700232251,0.006447060403694526,0.008053207140745082,0.011788491117501104,0.008261729598113257,0.008581290557161152,0.010489729382218824,0.0071499791686795355,0.011289279233935374,0.009383989548300876,0.009729124288834847,0.009131666334505751,0.011788215330525658,0.011620466607382696,0.013571294790740904,0.008827216645786394,0.01177216644984814,0.011309189772016967,0.012999312418333174,0.015277372545054364,0.009819917323975755,0.013893284647681109,0.017782530562061194,0.010227590943670409,0.00811920653836691,0.012567063565119028,0.011272265395782357,0.012042361486653741,0.012412899453389154,0.01376029077294658,0.014162080297614068,0.011912382873234638,0.012919252279326953,0.010497478526354704,0.014945909379980358,0.01691652951220941,0.0164638601046151,0.012513868476291221,0.015779503863502575,0.013112800321171542,0.013278995848199972,0.014420060756178707,0.015813628363690335,0.012325313002690755,0.015144713189899326,0.015736449441785465,0.01196159493630288,0.021867966530218077,0.014319836972126777,0.02034481413767115,0.015716903884154577
TOPIC 6,Other,,0,0,0,0,0,0,0,0,0,0,0.001536623400170356,0.0010798362782225013,0.00878854002803564,0,0.0024235818224648633,0.0033378865336999297,0,0.003407466923817992,0.0009171820129267871,0.0006110392860136926,0.013297283672727644,0.006681801751255989,0.0015848636976443231,0.0012300331145524979,0.0013693822256755084,0.0030673951259814203,0.006575818173587322,0.0020511322654783726,0.006286190551084776,0.0018466246146999765,0.0008613538957433775,0,0.0024300323566421866,0,0.0016578884387854487,0.0008170645916834474,0.01925481596845202,0.004112340650560024,0.0016860282900909493,0.022439265914727002,0.018858538882341236,0.016916073276661336,0.055957619968103244,0.0032476037358719623,0.04216876998543739,0.009142236293493105,0.0021163255344921104,0.0036733418237417936,0.005370073920031163,0.0007781657332088798,0.0139818237987735,0.03582524910286468,0.02546328102777663,0.06469505254062824,0.045355761161772534,0.07074765846482478,0.035947747198287805,0.01943681719247252,0.05770027142134495,0.05085977257667331,0.047276332363835535,0.04755697191160704,0.07114401099435683,0.046579924597088915,0.054181578268698,0.06381511852497865,0.07053938406841972,0.039208700425980056,0.06736404337402012,0.03806523221064708,0.04593844107512268,0.04079390468433975,0.03975796446197279,0.03632434669855341,0.03239654089728206,0.036382539366330485,0.03765613645735251,0.027034705684748958,0.042467450449591916,0.03329517280089487,0.04000984461121395,0.04600823748143801,0.04078000518669331,0.02622200679005343,0.03741875072717929,0.03521851021010151,0.033291408924851565,0.04550825780078695,0.04081123327060856,0.03626932334172893,0.02936439527473293,0.036089611631754046,0.039404026773342954,0.03247420532305161,0.034844118572054814,0.02826739209579202,0.03808042988886188,0.03262955770887766,0.03011254051695935,0.028463479763276397,0.03048078801148222,0.027255347515922377,0.02708636848284157,0.031289519824808876,0.028522253982326114,0.027006229542499368,0.04003609070703091,0.031050232888417715,0.028085942581264078,0.027635221166429726,0.0242513342624007,0.022225036316077897,0.02508955239178453,0.02764718358213961,0.02148059180066017,0.02895177374267218,0.022626864987926643,0.02881921975831358,0.028191271859412042,0.023783572228425767,0.02711481870312607,0.019991409195342185,0.03237182526532799,0.021462709426005724,0.02959215098257103,0.0315603240517312,0.02964967998234422,0.027114355552986823,0.027305291481769568,0.02182343832146895,0.023136349280119047,0.029031332266028515,0.02263737320374575,0.023002284989618565,0.023388786560267116,0.026093292091327956
TOPIC 7,Authentication,Login,0,0,0,0,0,0,0,0,0,0,0.0022807230707257986,0.0015986590587999672,0.27732887864112854,0,0.0035886336117982864,0.004934147757012397,0,0.005038564093410969,0.0013602526159957051,0.0071817817515693605,0.004917604353977367,0.009878762066364288,0.002352759416680783,0.00184596236795187,0.013958533527329564,0.17120209382846951,0.0008873596671037376,0.03744493052363396,0.03411151453231772,0.04832781734876335,0.0012814849469577894,0,0.025288168268161826,0,0.002454044559272006,0.0012133794836699963,0.010462380407261662,0.006485987294581719,0.013568661932367831,0.050972746219486,0.1757690725789871,0.1981399694341235,0.04269870021962561,0.021468264262997156,0.11950752884149551,0.0525971746704142,0.05172957278167208,0.03249898552894592,0.024569681350840256,0.0032035369658842683,0.038606383397321524,0.022724094185312942,0.060883381710338746,0.1304535646981094,0.06124576292349957,0.04630144771027307,0.06543010641547406,0.050352898803539575,0.020135195477632806,0.05336299539721083,0.017362726950086654,0.046454095192685986,0.0726160664218352,0.03150721066763903,0.056039408861478374,0.05439940111611184,0.04475427557470259,0.06316320246326525,0.0630305256786561,0.04641364286799217,0.0456088108346901,0.05736683186475167,0.05282273937102557,0.04846857446765901,0.06500046541905784,0.04837484234097994,0.05479672573976189,0.05126513942090519,0.05403387516109063,0.06323285006503461,0.07290659419346698,0.05064994079539285,0.054021666663682605,0.0557101430670585,0.04222337535551741,0.0518706086863204,0.05927229884493334,0.05116335363966535,0.05564262237507537,0.04864978931560867,0.051923394696885075,0.05957416920649628,0.06026696008496806,0.06283167585320075,0.06228264127367141,0.049015716973858085,0.060202542575853286,0.04956152978339371,0.04617061800573455,0.05119977126729683,0.060684392922194096,0.04534843337511498,0.05645273549241885,0.06064106788274549,0.0478770830542898,0.06320385902808913,0.05600282152208084,0.05553448500906522,0.058409003409983694,0.046161176157633106,0.05088924763457999,0.06446310283561447,0.060847575911808255,0.05583422954118709,0.05764422999532261,0.06752752958062319,0.04542202467998363,0.049328825347987396,0.052454394056505975,0.05578804514498035,0.054379764294436014,0.05432109311528867,0.05537851807922401,0.056034833722828255,0.05559248497917285,0.05702541897418611,0.061573382974030505,0.039829194407823655,0.04609840431874672,0.050515021505097096,0.0606301372983146,0.04453571135120281,0.053324339047635824,0.05602787492067002,0.05236492877816556,0.049088175646435445
TOPIC 8,Secure Coding,Memory Leaks,0,0,0,0,0,0,0,0,0,0,0.0010478949116077274,0.009818237333092839,0.005999953486025333,0,0.07493126144011815,0.02677561971358955,0,0.0023221115116029978,0.0006253703904803842,0.00041582024035354454,0.091574443038553,0.058244865387678146,0.014865329401800409,0.0008390849689021707,0.017072450136765838,0.015483301831409335,0.00040174441528506577,0.001397545333020389,0.004063853605960806,0.0041141025722026825,0.023183664112972718,0,0.04003227609791793,0,0.034479331225156784,0.002933466507238336,0.008480200769554358,0.01606440550919312,0.006357675297684702,0.05328171709940458,0.002551511803176254,0.009864725056104362,0.06428434430854395,0.032879782304614004,0.10000337660312653,0.03826403918459879,0.001440775697119534,0.002504312666133046,0.014129515552088957,0.10023971315240487,0.01944707406219095,0.015772957931317035,0.024623698432390626,0.01894352430535946,0.026396589825162665,0.016083627660499096,0.006885925228150723,0.013939148159697651,0.01750306068461214,0.029049338303073973,0.01581369510968216,0.019030451604755527,0.01508177979534643,0.009791987386485007,0.02097692334662295,0.017579340505500453,0.013076850589221487,0.02142179370224639,0.013062113745798987,0.013362589148164261,0.009562873826022647,0.01758434832837615,0.019665940138866526,0.01994750730883708,0.023036180949951385,0.019970125075172467,0.022992725178213463,0.022674410777486758,0.01858508735274447,0.011458635508798335,0.019008045381522162,0.01903078585464256,0.012173753677289338,0.007825589756957265,0.013989202126742692,0.017752908182988074,0.01739149231289048,0.01640992710536952,0.016602134404276957,0.022895628922487393,0.02015432299918797,0.02356757087433389,0.015004731051451644,0.02142977917984271,0.01739776082059595,0.015705928452589137,0.016641382915976183,0.01507811325259519,0.014480748734864723,0.016126377829830663,0.016430200422582857,0.022062458905061328,0.02237545902849712,0.016750550037745827,0.02012773056717245,0.018178369852195352,0.01441281187066114,0.018384737479604615,0.017583951594888084,0.016492642296835343,0.018056666298498322,0.015462262204654974,0.019960450907192208,0.01739857767951731,0.018972135182125247,0.016413776927682748,0.02038518961889213,0.012714066936619991,0.010545469196230386,0.015662338972406844,0.017341195950655593,0.017876545928190306,0.015914339043283366,0.017683450950076934,0.01140865844552135,0.014006104246852391,0.015798453831808505,0.019456125377727777,0.015133956121348473,0.016276880925413854,0.014454963428780117,0.017547707136023185,0.016551541418270078,0.014620892501715043,0.014490823005277315,0.013117943596587831
TOPIC 9,Authentication,Access Control,0,0,0,0,0,0,0,0,0,0,0.0009440448193345219,0.0006634656310779974,0.005405766423791647,0,0.0014889799058437347,0.002048620692221448,0,0.0020920587703585625,0.0005634024273604155,0.0003746242922109862,0.0044051180593669415,0.004106124397367239,0.0009739775268826634,0.0007559474324807525,0.0008402108651353046,0.001880943207652308,0.00036192123661749065,0.001259154872968793,0.0008068178431130946,0.0011346896899340209,0.0035498435051219226,0,0.0009587413915141951,0,0.012627087940927595,0.004331586079206318,0.000571004202356562,0.001377769510630363,0.0014613174716942012,0.0006693040680450698,0.0022988235723460093,0.02869034791365266,0.0030356742325238885,0.020291700331047952,0.0006427025655284524,0.03296021419685401,0.0012980556396845107,0.06551195681095123,0.00712577283742245,0.0002590485364635242,0.008027447889132115,0.009809286343321824,0.0020747823306775993,0.01358753429085482,0.007067983016168,0.01456866480741435,0.014640835424791516,0.015161168024642393,0.0024456452614685987,0.021178447641432285,0.005029664506728295,0.02252149393669762,0.021669794419918814,0.020199054021282963,0.013218225432663329,0.01344483088163828,0.012067952885585188,0.011824004921915108,0.010470091990071288,0.023286432934492042,0.02040866000970709,0.01884054043425156,0.015410559550958677,0.015850307651653267,0.011146091092258063,0.018210821912304866,0.017548022389602257,0.01811302236051376,0.01701211818623711,0.020612919019398893,0.016910955531488654,0.01693987298691385,0.01895245118142812,0.024001343568708262,0.01830500155877326,0.022316592208695956,0.024233853852757337,0.022336526259409607,0.017509659142578814,0.014439931094989157,0.019783533481168247,0.018891622432029607,0.021104820738905457,0.022238507290853998,0.016106410544430603,0.0181965735729,0.018661240557461233,0.017968338848479808,0.01659558883011414,0.020495679139432243,0.02845228414364101,0.01155834437491449,0.020959267011822966,0.020203242865771538,0.01894719409666302,0.02135859629120245,0.016510006960512025,0.015731526488844027,0.014623434645089103,0.01228493771083736,0.02067558259331382,0.01920728296681773,0.019557030462350276,0.022571686487241054,0.022076963449357917,0.017640799526714015,0.0172356068061717,0.01851051722501295,0.021709065790780475,0.02069897506767082,0.018078475088875095,0.011662254012238825,0.016892015292478926,0.013657550700609217,0.020148792979917438,0.020426032593498684,0.014862596124030219,0.0108944411553212,0.019140501080830798,0.017397919481902762,0.01758613915738767,0.01761214639591694,0.019661152625394973,0.01937978539739977,0.019400847364356655,0.016932581433145053
