id,favorite
"3027","3"
"4004","17"
"6847","2"
"8318","5"
"14350",""
"14617","118"
"16003","1"
"18943","6"
"19471",""
"19956","1"
"20841","2"
"22519",""
"22880","60"
"23961",""
"23988",""
"24468","1"
"24723","21"
"28369","1"
"29357",""
"30946","5"
"31865",""
"32369","99"
"32991",""
"34708","8"
"38779","1"
"40853","19"
"45093","1"
"46415","1"
"47323","14"
"49455",""
"51124",""
"52239","5"
"52830",""
"53728","42"
"55862","12"
"57384","1"
"57800",""
"64432",""
"68792","5"
"70450","8"
"75057","18"
"77686",""
"87365","9"
"95297","2"
"95852",""
"96382","2"
"99999","2"
"101362","16"
"108518","8"
"109293","7"
"111451",""
"111576","17"
"117352","1"
"117920",""
"118463","5"
"120206",""
"120380","3"
"121490","1"
"121493",""
"123159","1"
"132113","1"
"138311","1"
"138432","1"
"139046","1"
"139053","1"
"141427","1"
"143632","2"
"144696","12"
"148059","8"
"157938","58"
"162296",""
"166411",""
"166639","0"
"170844","1"
"172392","2"
"174131","1"
"174225","7"
"174348","78"
"177331",""
"177560",""
"183656","5"
"184328","11"
"186789","5"
"188114",""
"188835","3"
"190771","6"
"194358",""
"194869","1"
"195509",""
"196150","4"
"197268",""
"197388","3"
"197835",""
"198071",""
"198803",""
"201863","5"
"202011","359"
"205070","18"
"205468",""
"205668","1"
"205887",""
"206438","32"
"208007","9"
"210832","1"
"211263",""
"211385","1"
"211895","27"
"211941",""
"212510","38"
"212858",""
"213380","52"
"215302","2"
"215306","7"
"221040","1"
"223395","2"
"223480","8"
"224049","5"
"224272","2"
"226316",""
"228138","12"
"229596","9"
"232484",""
"232990",""
"235759","1"
"237816","6"
"239262","5"
"240713","9"
"241040","1"
"242648","3"
"243744",""
"246822","2"
"248789",""
"252180","10"
"252974",""
"254980",""
"255723","11"
"258721","4"
"259372","2"
"259897","1"
"261202",""
"262145","5"
"263367","6"
"263818","1"
"265305",""
"267451","7"
"267607","2"
"269713","6"
"270453","3"
"273165",""
"273396","19"
"274533","2"
"274659","13"
"275444","6"
"276132","3"
"276177",""
"277100","1"
"277695",""
"278273",""
"279693","1"
"281068","1"
"281618","4"
"281843",""
"290236",""
"290460",""
"291102",""
"291294","2"
"291744",""
"295156","27"
"295910",""
"296193",""
"297136","1"
"299826",""
"303096","1"
"304284","1"
"304658","1"
"306489",""
"307448",""
"307722",""
"309497","2"
"310476",""
"311064","10"
"312254",""
"315240","3"
"317175","3"
"317788",""
"319508","2"
"322262",""
"327097","8"
"333812",""
"337663","2"
"340568","2"
"341585","3"
"342378","76"
"344314","2"
"344774","1"
"347056","4"
"347948","2"
"348090","1"
"350177",""
"350588","0"
"353799","3"
"354021",""
"354068","1"
"354323",""
"355418","1"
"355632",""
"357567",""
"358967","2"
"359342","39"
"360520","57"
"362948","1"
"365158",""
"367180","4"
"369291","3"
"369312","2"
"372268","5"
"372980","23"
"375524","2"
"379445",""
"380336","4"
"382464","6"
"384489","5"
"384725",""
"387104","3"
"388985",""
"390677",""
"390908",""
"392928","13"
"395045","14"
"402705","2"
"403394",""
"404806","12"
"406179","1"
