id,favorite
"1284","1"
"2688",""
"11762","6"
"16861","30"
"20227","44"
"23102","46"
"23270","1"
"25546","2"
"25999","20"
"28965","11"
"31882","3"
"34638",""
"34896","12"
"38838","5"
"39772",""
"39929","1"
"41220","4"
"44391","9"
"47262",""
"49226","3"
"49473","2"
"54200","9"
"55010",""
"55556","14"
"59022",""
"59656","8"
"60757","1"
"61057",""
"64258",""
"66870","5"
"71756",""
"72166","43"
"76210","3"
"76408","15"
"76581",""
"78380",""
"80291",""
"87431",""
"89285",""
"91304","1"
"92561",""
"93451","3"
"93771",""
"96624","9"
"97765",""
"98026",""
"99001",""
"101337","5"
"103203","1"
"106001","1"
"108838",""
"111763","3"
"113090","4"
"113423","29"
"113526","1"
"116415",""
"119926","3"
"121354","1"
"130585",""
"134988",""
"135802","6"
"136219",""
"136837","1"
"137212","68"
"137254","2"
"138175",""
"138705","3"
"139199","45"
"139483",""
"141399",""
"142431","1"
"143750","4"
"145540","10"
"146520","1"
"147491",""
"148964","1"
"149876",""
"152093",""
"153461",""
"154242",""
"155400",""
"157924","1"
"159282",""
"162159","93"
"162764","9"
"162915",""
"172486","11"
"172739","4"
"175309",""
"176195",""
"178479","115"
"184265","1"
"184319",""
"185149",""
"185211","2"
"185262","9"
"188491","5"
"193002",""
"195175",""
"195648","11"
"195717","0"
"196177","1"
"196845","2"
"200545","7"
"204440",""
"205153",""
"210069","2"
"210490",""
"210820",""
"211001","5"
"211099",""
"211483",""
"216069",""
"228476","2"
"228577",""
"232500","12"
"239905","5"
"242976",""
"243995","0"
"245600","2"
"247110","85"
"247304","185"
"252156","1"
"253238","1"
"258299","16"
"258889","3"
"258994","6"
"266255","1"
"266606","1"
"269253","2"
"270010",""
"271090","2"
"272112","1"
"272503","53"
"272806",""
"273652","3"
"274560","61"
"276832","7"
"279418",""
"281970",""
"284163",""
"284796",""
"287517","58"
"292276",""
"295628","7"
"297498",""
"299475",""
"300582","6"
"300933",""
"301948","1"
"302357","0"
"303028",""
"304616","2"
"306668","32"
"306703","1"
"308406","5"
"308756","15"
"312621","0"
"313730","14"
"321787","7"
"325587","2"
"327512",""
"329956","2"
"331468","1"
"332833","1"
"335677","0"
"336057","37"
"341271","16"
"342245","2"
"343078","1"
"343488","1"
"344719","1"
"347238","3"
"348109","164"
"350697","2"
"353698","1"
"353968","3"
"354472",""
"356562","12"
"357491","1"
"360348","2"
"362401","1"
"365495","2"
"373071",""
"374748",""
"375390","4"
"376071","1"
"380772",""
"381890","4"
"382113","4"
"382386",""
"386047","2"
"388699","2"
"390359",""
"396164","53"
"396324","1"
"398179",""
"403174","47"
"403489","2"
"407990",""
"411410",""
"412184",""
"412969",""
"413626","1"
"413802","4"
"416856","3"
"420843","108"
"421848",""
"422903",""
"427598","22"
"430386","1"
"433558",""
"433707","2"
"437146","3"
"438142","1"
"438704","4"
"439870","77"
"441052",""
"442862","40"
"442995",""
"443411","2"
"444181","4"
"446501","1"
"446551","1"
"448431","1"
"448963","71"
"450160","5"
"454368","1"
"454497","6"
"458647",""
"461650","3"
"465180",""
"466506","3"
"466672","1"
"466737","27"
"467391","3"
"468288","20"
"470382",""
"471257",""
"474259",""
"479233","162"
"479838","1"
"485023","4"
"487876",""
"491930","2"
"493909",""
"497156","3"
"498630","2"
"499418","1"
"503967",""
"511396","4"
"516802",""
"518635",""
"519781","2"
"523627","16"
"524676","3"
"524778",""
"525734","1"
"527360",""
"527973","0"
"529997","9"
"534664","1"
"535175","1"
"536739","2"
"537989","1"
"539812","23"
"541517","1"
"542149","1"
"544433","19"
"546513",""
"547049","1"
"551406",""
"553485","1"
"557746",""
"558330",""
"558360","4"
"559600","4"
"562833",""
"563717","2"
"564221","12"
"565425","2"
"568924",""
"571669",""
"579130","2"
"581655","1"
"585919","3"
"587301","1"
"588327","2"
"592238","2"
"592523",""
"593086","2"
"596004",""
"597788","1"
"598949",""
"600349","1"
"603271",""
"604290",""
"604718","2"
"604978","1"
"605589",""
"606091",""
"611471","1"
"613233","3"
"616421",""
"620438",""
"622459","8"
"625720","1"
"625768",""
"627918","1"
"631661",""
"636947",""
"637090","3"
"637126",""
"639125",""
"641713","1"
"641875",""
"642515","1"
"642673","4"
"643414",""
"643445","4"
"645135","1"
"654758",""
"655137","3"
"660335","1"
"663768",""
"664673","63"
"665792","1"
"667887","4"
"668958",""
"669295",""
"669849","2"
"671512","1"
"672506","2"
"674703",""
"675380","5"
"678873","2"
"682698","2"
"683549","1"
"685470","1"
"687059",""
"687787","4"
"690473",""
"691276","2"
"691533",""
"693786","3"
"694057","2"
"695813","2"
"696476","1"
"699379",""
"701801","2"
"703308",""
"703450","2"
"703856","1"
"704194","8"
"705533","2"
"705596",""
"707266",""
"708965",""
"709580","2"
"718190","2"
"718611","7"
"721436",""
"726837","56"
"727812","5"
"733692","21"
"735001",""
"740584",""
"741824",""
"742089",""
"745249","1"
"747394","1"
"747866",""
"747876","1"
"748320",""
"752890","3"
"755994",""
"759069","1"
"761588","12"
"761613",""
"763316",""
"763498","1"
"764012","12"
"764533","5"
"765273","1"
"765840","2"
"767010","1"
"769634","1"
"770164",""
"771315",""
"773622",""
"773899",""
"775702","2"
"775924","1"
"777305",""
"780214","3"
"785016","3"
"785574",""
"785973","175"
"786093","1"
"786139",""
"786651",""
"788834",""
"791626","1"
"795553","4"
"796059","2"
"796383","3"
"798615",""
"801458","1"
"802879","7"
"805141","6"
"806739","1"
"807943","2"
"810043","6"
"815297",""
"815563","1"
"815740","4"
"816882","1"
"818512","14"
"820645",""
"821443",""
"821938",""
"822638","1"
"823184",""
"824055","1"
"825638","1"
"827989",""
"830919","10"
"834061","4"
"839479","5"
"840929",""
"845623","4"
"847377",""
"851093",""
"852187",""
"852453","3"
"853620","106"
"858476","5"
"858678",""
"858773","4"
"861781",""
"861864","7"
"862141",""
"862187",""
"862419","0"
"868078",""
"868482","3"
"869361","7"
"876045","1"
"876258",""
"877317","0"
"877727",""
"877743",""
"878312","5"
"878538","0"
"879017",""
"879704","3"
"883371","19"
"883499",""
"884781","2"
"885540","1"
"888052","1"
"890447",""
"890907","14"
"895385",""
"895586","7"
"898148","1"
"898319","3"
"898683","5"
"899947",""
"900115",""
"901639","33"
"903770",""
"906910",""
"908726",""
"909750","2"
"910465","33"
"910856","10"
"915786",""
"915811","1"
"918004","1"
"921550","6"
"925929","2"
"929744","22"
"929746","2"
"933483","1"
"937048","1"
"938765",""
"938978","1"
"939159","4"
"942139","3"
"945015","9"
"946141",""
"947169","3"
"948172","54"
"948177",""
"951386","16"
"951477","1"
"952847",""
"954518",""
"955915","2"
"958331",""
"960190","3"
"964324","3"
"965987",""
"966587",""
"967762",""
"970600",""
"974947",""
"978361",""
"982616",""
"985199","1"
"986192","1"
"994232","2"
"995379","1"
"999328",""
"1000347","3"
"1003365",""
"1007065",""
"1007191","3"
"1011055","1"
"1013581","2"
"1014505","9"
"1015697","2"
"1018292","1"
"1019204","10"
"1020320","17"
"1023981","23"
"1026483","497"
"1026965",""
"1028010","20"
"1031772",""
"1032212",""
"1035225",""
"1035283","2"
"1035342","2"
"1037798","2"
"1037813",""
"1040679",""
"1041181","2"
"1042904",""
"1043382",""
"1043735",""
"1046234","18"
"1046635","3"
"1046722",""
"1047207",""
"1048537",""
"1053542","2"
"1054117",""
"1055494","5"
"1058462","1"
"1059603",""
"1061063",""
"1063049",""
"1063155","9"
"1067864",""
"1071106",""
"1074932",""
"1080468","0"
"1081025","2"
"1085764","1"
"1085860",""
"1086918","9"
"1087591","8"
"1090999","1"
"1095250",""
"1099547",""
"1100299",""
"1102726","2"
"1103200",""
"1106049",""
"1108364","2"
"1108937",""
"1109041","1"
"1109731",""
"1110152","6"
"1114229",""
"1114249",""
"1116271","1"
"1117401","1"
"1121222",""
"1121378",""
"1121450","1"
"1122337",""
"1125527","1"
"1128504",""
"1129639","1"
"1130687","3"
"1131210",""
"1132567","95"
"1133519","2"
"1133724","7"
"1134848","2"
"1135186","24"
"1139856","7"
"1141008","1"
"1142028",""
"1142136",""
"1146059","1"
"1146274","1"
"1146810","5"
"1147373","1"
"1147830","8"
"1150725",""
"1151802",""
"1155660","0"
"1161977","2"
"1162258","1"
"1162484","1"
"1162584","2"
"1163319","0"
"1164118","1"
"1166952","6"
"1167525",""
"1168052","1"
"1169123",""
"1170185","3"
"1172709","2"
"1178831","38"
"1179053","0"
"1180030","2"
"1181421","11"
"1184789","1"
"1186289","5"
"1186385","1"
"1187362",""
"1188798","1"
"1193428","1"
"1195396",""
"1197191","1"
"1197417","14"
"1200132","1"
"1200602","1"
"1201651",""
"1202508","4"
"1205238",""
"1207838",""
"1210864",""
"1211487",""
"1211552",""
"1211638","5"
"1212563","1"
"1214011","5"
"1216002","11"
"1216640","2"
"1220096",""
"1220751","315"
"1221959","4"
