id,owner_user_id
"2525","350"
"2970","58"
"10731","116"
"21965","2429"
"23102","580"
"23713","227"
"28965","116"
"32333","1190"
"34896","2628"
"36296","536"
"38846","3153"
"39772","1679"
"41169","816"
"43992","744"
"44799","1931"
"51094","245"
"55572","5433"
"58679","994"
"60757","3153"
"64469","8482"
"65734","9328"
"65879","4916"
"70170","518"
"71756","184"
"72166","12178"
"76210","64"
"87431","16398"
"97614","13295"
"97984","18359"
"99001","12085"
"107566","16417"
"108088","3150"
"110575","1820"
"113423","15161"
"115503","7867"
"116415","16685"
"117129","4872"
"120116","21002"
"120189","7106"
"121504","7450"
"125438","1865"
"127363","21002"
"130585","20037"
"131902","364"
"133549","22180"
"134658","576"
"137212","3150"
"138175","10080"
"138705","22627"
"141203","2258"
"142722","2915"
"143750","22992"
"150923","13666"
"153416","17749"
"157924","1683"
"158257","4525"
"159114","5509"
"162031","5175"
"162159","7617"
"162915","5433"
"173329","21963"
"173727","1771"
"173875","9629"
"176195","2592"
"178479","15816"
"180870","14069"
"181130","26004"
"184265","2260"
"188266","3446"
"193002","18192"
"197621","5058"
"198462","20774"
"206276","27765"
"206318","17337"
"220437","13281"
"225475","354645"
"231204","3349"
"231592","861"
"232895",""
"239905","28098"
"242976",""
"244283","4792"
"247110","23458"
"249318","15474"
"252156","3241"
"253724","11042"
"259534","33722"
"260664",""
"268182","5055"
"271090","11688"
"272409","26180"
"272447","3241"
"272503","11916"
"273534","14045"
"273652","32462"
"275824","27805"
"276832","1615"
"277881","994"
"285400","12597"
"290630",""
"295436","38218"
"301024","6151"
"301557","1737"
"302279","578"
"302893","37723"
"303028","39057"
"305044","22162"
"308406","26817"
"308980",""
"312621",""
"315171","8934"
"316367","39539"
"316390","25645"
"319634","40807"
"320477","315650"
"326818","12597"
"327512","40323"
"329956","19207"
"338563","42969"
"341956","2501"
"341981","22748"
"342245",""
"344280","1143"
"346826","9642"
"347945","5836"
"349668",""
"354472","267"
"356116","12318"
"356562","45043"
"357491","30541"
"360838","24610"
"365095","17404"
"371928","42223"
"372933","4257"
"376071","39677"
"382113","44437"
"386374",""
"407771","40376"
"407977","51011"
"407990","23309"
"409807","18484"
"412440","34644"
"413279",""
"419738","69346"
"420854","38997"
"425221","9642"
"431698","15141"
"437146","42595"
"438886","4741"
"444181","2172"
"446551","2172"
"454497","18831"
"457014","21709"
"457193","45603"
"461650","21816"
"465910","30006"
"470382","2138"
"481148","19212"
"481743","1390354"
"483018","59300"
"484068","30006"
"485023","55176"
"487332","34464"
"487876","26"
"489552","13051"
"490920","5441"
"492954","46064"
"493909","698"
"494860","27657"
"496152","41662"
"498234","17172"
"503220","60561"
"503967","46064"
"504167","18529"
"505606","24666"
"507669",""
"510170","2768"
"514307","19948"
"518635","61340"
"528405","58394"
"533082","5836"
"536739","65051"
"537103","22674"
"537596","64912"
"546513","11464"
"553545","16143"
"557979","49885"
"558308",""
"558330","35415"
"562833","5441"
"563717","17211"
"569870",""
"572723","16786"
"588803","14966"
"588855","1076409"
"590298",""
"591300",""
"595936","52058"
"596893","70160"
"597142","33782"
"597175","55747"
"598844","31671"
