id,favorite
"328","181"
"1284","1"
"2688",""
"5611","3"
"11762","6"
"16861","30"
"20227","44"
"23270","1"
"25546","2"
"25999","20"
"31882","3"
"34638",""
"38838","5"
"39929","1"
"41220","4"
"44391","9"
"47262",""
"49226","3"
"49473","2"
"54200","9"
"55010",""
"55556","14"
"59022",""
"59656","8"
"61057",""
"64258",""
"64631","5"
"66870","5"
"71328","33"
"76408","15"
"76581",""
"78380",""
"80291",""
"89285",""
"91304","1"
"92561",""
"93451","3"
"93771",""
"96624","9"
"97765",""
"98026",""
"101337","5"
"102788",""
"103203","1"
"106001","1"
"108838",""
"111763","3"
"113526","1"
"119926","3"
"120977",""
"121354","1"
"134988",""
"135802","6"
"136219",""
"136837","1"
"137254","2"
"139199","45"
"139483",""
"141399",""
"145540","10"
"146520","1"
"147491",""
"148068",""
"148964","1"
"149876",""
"152093",""
"153461",""
"154242",""
"154844","3"
"155400",""
"159282",""
"162764","9"
"172486","11"
"172739","4"
"175309",""
"184319",""
"185149",""
"185211","2"
"185262","9"
"187736","21"
"188491","5"
"195175",""
"195648","11"
"195717","0"
"196177","1"
"196845","2"
"200545","7"
"204440",""
"205153",""
"210069","2"
"210490",""
"210820",""
"211001","5"
"211099",""
"211483",""
"214431",""
"216069",""
"228476","2"
"228577",""
"232500","12"
"234590","1"
"241953",""
"243995","0"
"244952","1"
"245600","2"
"247304","185"
"253238","1"
"258299","16"
"258889","3"
"258994","6"
"266255","1"
"266606","1"
"269253","2"
"270010",""
"272112","1"
"272806",""
"274560","61"
"278571","2"
"279418",""
"281970",""
"284796",""
"286938","22"
"287517","58"
"292276",""
"295628","7"
"297498",""
"298535","4"
"299475",""
"300582","6"
"300933",""
"301948","1"
"302357","0"
"304616","2"
"306668","32"
"306703","1"
"308756","15"
"313730","14"
"321061","3"
"321787","7"
"325587","2"
"331468","1"
"332833","1"
"335888","1"
"336057","37"
"341271","16"
"343078","1"
"343488","1"
"344719","1"
"347238","3"
"348109","164"
"350697","2"
"353698","1"
"353968","3"
"360348","2"
"362401","1"
"365495","2"
"368329","0"
"373071",""
"374748",""
"375390","4"
"380772",""
"381890","4"
"382386",""
"386047","2"
"388699","2"
"390359",""
"396164","53"
"396324","1"
"398179",""
"403174","47"
"403489","2"
"411410",""
"412184",""
"412969",""
"413137",""
"413626","1"
"413802","4"
"416856","3"
"420843","108"
"421848",""
"422903",""
"427598","22"
"430386","1"
"433558",""
"433707","2"
"438142","1"
"438704","4"
"439870","77"
"441052",""
"442862","40"
"442995",""
"443411","2"
"443988","1"
"446501","1"
"448431","1"
"448963","71"
"450160","5"
"451623","2"
"458647",""
"465180",""
"466506","3"
"466672","1"
"466737","27"
"467391","3"
"468288","20"
"471257",""
"474259",""
"479233","162"
"479838","1"
"491930","2"
"492340","0"
"497156","3"
"498630","2"
"499418","1"
"511396","4"
"516802",""
"519781","2"
"523627","16"
"524676","3"
"524778",""
"524908","1"
"525734","1"
"527360",""
"527973","0"
"529997","9"
"534664","1"
