id,score
"657","34"
"1284","24"
"6847","11"
"14350","2"
"16003","2"
"16861","58"
"19956","2"
"22880","124"
"23988","2"
"24468","11"
"31865","1"
"32369","425"
"32991","2"
"38779","6"
"38838","14"
"40853","31"
"41220","8"
"44391","16"
"45093","7"
"46415","2"
"49455","3"
"51124","5"
"52239","11"
"52830","1"
"53728","65"
"54200","15"
"55862","21"
"57384","4"
"57800","3"
"59022","6"
"64432","3"
"66870","11"
"70450","47"
"71328","65"
"75057","44"
"80291","2"
"87365","18"
"89285","1"
"92561","5"
"93451","41"
"95852","1"
"96624","10"
"97765","3"
"99999","8"
"101337","25"
"111576","26"
"111763","10"
"113526","7"
"120206","3"
"120977","1"
"121354","1"
"121490","3"
"123159","0"
"134988","2"
"135802","23"
"136837","8"
"137254","8"
"138311","19"
"139053","5"
"139199","140"
"139483","0"
"141399","2"
"141427","5"
"144696","17"
"146520","0"
"147491","0"
"148068","17"
"154242","1"
"155400","4"
"157938","129"
"162296","0"
"183656","10"
"184319","0"
"185262","36"
"188114","3"
"188491","11"
"188835","4"
"195175","0"
"195717","3"
"196150","5"
"197268","3"
"197388","8"
"197835","0"
"198071","4"
"198803","2"
"199017","17"
"200545","22"
"201863","4"
"205070","36"
"205153","2"
"205668","2"
"210820","2"
"211001","12"
"211385","3"
"211941","0"
"212510","62"
"212858","2"
"213380","99"
"215302","4"
"215306","19"
"216069","0"
"226316","1"
"228476","13"
"232484","0"
"232500","15"
"232990","0"
"235759","6"
"241040","6"
"242648","2"
"244952","3"
"246822","3"
"248789","1"
"254980","3"
"255723","18"
"258721","13"
"259372","0"
"261202","0"
"262145","3"
"263818","3"
"265305","-1"
"266255","22"
"266606","7"
"267451","5"
"267607","8"
"270010","1"
"270453","7"
"272112","0"
"273165","19"
"273396","29"
"276132","0"
"276177","1"
"277695","3"
"278273","3"
"279418","3"
"281843","2"
"281970","1"
"284796","0"
"286938","21"
"290460","0"
"291744","0"
"292276","1"
"295156","26"
"295910","1"
"296193","2"
"297136","8"
"297498","1"
"298535","12"
"300582","3"
"303096","4"
"304616","8"
"304658","2"
"306703","1"
"307448","1"
"308756","17"
"309497","7"
"310476","1"
"312254","0"
"315240","5"
"317175","7"
"317788","5"
"319508","3"
"327097","8"
"332833","1"
"340568","10"
"341585","0"
"342378","52"
"343488","1"
"343995","7"
"344314","1"
"344719","5"
"347948","8"
"350588","2"
"350697","1"
"353799","10"
"353968","6"
"354323","3"
"355632","0"
"360348","12"
"362948","2"
"365158","0"
"367180","12"
"373761","2"
"375390","14"
"375524","20"
"380336","8"
"381890","4"
"386047","2"
"387104","5"
"390908","0"
"395045","12"
"396164","135"
"402705","3"
"403394","2"
"409725","1"
"410253","1"
"412184","2"
"413137","0"
"413802","15"
"420843","223"
"421458","7"
"422903","3"
"427598","26"
"430386","2"
"432753","2"
"434776","1"
"437962","5"
"442443","20"
"443411","17"
"443988","6"
"444698","13"
"448431","1"
"450160","5"
"451623","3"
"454771","2"
"456109","24"
"460519","19"
"461120","1"
"465997","2"
"466506","6"
"467391","9"
"471257","2"
"473687","66"
"475216","8"
"476701","0"
"477649","8"
"478251","6"
"478455","0"
"479233","152"
"479838","0"
"481098","3"
"481845","13"
"482341","4"
"487739","0"
"488637","1"
"492340","2"
"493531","1"
"497156","4"
"498521","13"
"498630","22"
"500586","1"
"507124","2"
"508538","1"
"512174","21"
"519781","7"
"519872","2"
"522778","5"
"523627","25"
"523629","12"
"525156","8"
"525734","2"
"526576","14"
"527973","5"
"529971","1"
"534742","20"
"540496","0"
"540524","12"
"542149","2"
"545849","0"
