id,score
"1650596","8"
"1662769","7"
"1665736","3"
"1666052","229"
"1667215","4"
"1694466","4"
"1709441","30"
"1710423","3"
"1722984","2"
"1725863","16"
"1731966","55"
"1734558","1"
"1754144","1"
"1754215","3"
"1760785","26"
"1761365","1"
"1761482","0"
"1762391","0"
"1769015","0"
"1785199","2"
"1786325","5"
"1798829","2"
"1803254","3"
"1807432","2"
"1814048","7"
"1816141","0"
"1819228","3"
"1820995","3"
"1826075","0"
"1828775","122"
"1850445","0"
"1856552","14"
"1878052","9"
"1880929","14"
"1890542","1"
"1896715","21"
"1900179","2"
"1905216","0"
"1907111","2"
"1912785","2"
"1913068","2"
"1913244","0"
"1915535","1"
"1918542","1"
"1925104","16"
"1927246","1"
"1927380","3"
"1935348","0"
"1936862","0"
"1939289","2"
"1947608","0"
"1953995","3"
"1955612","2"
"1956506","1"
"1962823","6"
"1962852","0"
"1970195","0"
"1976022","0"
"2016190","39"
"2018487","13"
"2019199","0"
"2023549","15"
"2043018","11"
"2049363","0"
"2054687","9"
"2055314","18"
"2059421","1"
"2061822","1"
"2069392","3"
"2072241","2"
"2090765","20"
"2097214","5"
"2099003","1"
"2100433","0"
"2101151","3"
"2121047","5"
"2122080","4"
"2123975","0"
"2130162","2"
"2133597","5"
"2135864","0"
"2138574","50"
"2138686","4"
"2138940","145"
"2139517","0"
"2143182","2"
"2143653","2"
"2150801","32"
"2162797","0"
"2162830","20"
"2175892","2"
"2180206","4"
"2181215","6"
"2185951","17"
"2186249","1"
"2186836","1"
"2189010","1"
"2200176","6"
"2200723","3"
"2200785","1"
"2207402","21"
"2218618","2"
"2221730","4"
"2224030","3"
"2228441","1"
"2229646","1"
"2230720","1"
"2230981","16"
"2232581","1"
"2232618","0"
"2234951","0"
"2238135","13"
"2238345","2"
"2239716","3"
"2240931","22"
"2241068","6"
"2250421","15"
"2255854","2"
"2264038","2"
"2268703","1"
"2270215","3"
"2280375","25"
"2283577","1"
"2285479","2"
"2288683","2"
"2290570","17"
"2294628","1"
"2295223","50"
"2308774","37"
"2309074","2"
"2314809","9"
"2318465","4"
"2327368","3"
"2328757","1"
"2335896","18"
"2336497","4"
"2343691","30"
"2362581","2"
"2363084","0"
"2367274","0"
"2377402","2"
"2378986","1"
"2383296","0"
"2391488","4"
"2400099","1"
"2403286","4"
"2408564","5"
"2413199","4"
"2419520","0"
"2432418","0"
"2435194","0"
"2435850","2"
"2442758","3"
"2445686","0"
"2446292","2"
"2451588","0"
"2457795","19"
"2463687","3"
"2469197","7"
"2475626","3"
"2478770","0"
"2498009","4"
"2501237","3"
"2505742","1"
"2513863","45"
"2514439","28"
"2522770","18"
"2535542","0"
"2536896","1"
"2545058","3"
"2551807","1"
"2552753","1"
"2555917","2"
"2558368","2"
"2568335","3"
"2568841","9"
"2569805","2"
"2570847","12"
"2577116","0"
"2578482","0"
"2581694","1"
"2589488","0"
"2593817","1"
"2606873","11"
"2609301","5"
"2622320","2"
"2622658","1"
"2632175","29"
"2635155","0"
"2635639","1"
"2638967","7"
"2639167","3"
"2642451","2"
"2642777","395"
"2644168","2"
"2651913","1"
"2653591","5"
"2665748","7"
"2666817","1"
"2667283","1"
"2668639","8"
"2669632","30"
"2671306","7"
"2678475","2"
"2678488","1"
"2685512","22"
"2691579","6"
"2694281","2"
"2697667","1"
"2698841","5"
"2698868","9"
"2704701","1"
"2708586","2"
"2715174","1"
"2724441","0"
"2724885","0"
"2726141","-1"
"2732808","0"
"2734310","1"
"2735427","1"
"2738677","1"
"2741457","2"
"2746491","1"
"2756160","1"
"2758248","6"
"2759911","0"
"2760408","2"
"2762080","1"
"2762769","1"
"2763228","2"
"2767047","9"
"2772595","2"
"2774722","1"
"2778256","0"
"2779521","1"
"2784772","2"
"2787653","6"
"2796303","10"
"2804826","7"
"2812872","6"
"2813377","1"
"2828015","0"
"2837401","3"
"2852474","3"
"2867747","16"
"2869404","1"
"2870036","2"
"2872176","6"
"2876129","0"
"2880968","8"
"2890768","0"
"2893419","0"
"2893819","216"
"2896141","1"
"2898148","0"
"2899626","1"
"2914151","5"
"2916075","6"
"2921508","10"
"2924150","0"
"2926897","0"
"2928805","1"
"2931390","6"
"2935603","0"
"2942172","1"
"2943778","1"
"2945184","1"
"2947922","1"
"2949935","1"
"2950371","1"
"2956647","10"
"2956959","3"
"2959543","5"
"2960247","0"
"2961422","0"
"2965551","2"
"2974100","22"
"2975329","7"
"2980118","0"
"2981866","0"
"2988937","0"
"2997694","2"
"3004511","0"
"3010071","5"
"3024094","1"
"3038608","4"
"3040694","0"
"3042694","13"
"3043177","3"
"3054106","0"
"3063449","1"
"3066911","5"
"3068998","3"
"3071760","35"
"3076443","41"
"3077196","10"
"3082633","1"
"3085280","7"
"3090258","1"
"3091249","2"
"3093078","1"
"3093112","55"
"3096729","0"
"3103652","111"
"3107128","1"
"3109852","3"
"3118799","13"
"3125556","25"
"3135679","18"
"3137075","10"
"3139195","4"
"3143033","5"
"3147403","1"
"3151407","3"
"3156992","3"
"3158334","15"
"3159664","1"
"3159802","4"
"3165537","1"
"3165638","1"
"3166159","7"
"3171392","0"
"3171481","3"
"3174943","-1"
"3177171","2"
"3177198","1"
"3181535","-1"
"3183527","3"
"3188171","10"
"3192238","3"
"3196420","2"
"3198374","3"
"3200251","1"
"3208160","50"
"3225640","7"
"3231354","2"
"3233770","5"
"3237410","1"
"3243018","59"
"3250372","1"
"3255836","23"
"3255920","1"
"3260960","0"
"3283425","0"
"3285979","1"
"3289924","-1"
"3291143","0"
"3292160","15"
"3295871","0"
"3303122","7"
"3310165","2"
"3317523","1"
"3321174","2"
"3325029","1"
"3325158","0"
"3325657","3"
"3326679","4"
"3326778","14"
"3339876","5"
"3342484","4"
"3344488","0"
"3358391","2"
"3369480","2"
"3371660","0"
"3375121","12"
"3381752","0"
"3391643","2"
"3392216","0"
"3402933","1"
"3407554","2"
"3416798","0"
"3439367","0"
"3443822","0"
"3444503","10"
"3444898","5"
"3446385","0"
"3451670","88"
"3453904","0"
"3464229","1"
"3465561","2"
"3466258","2"
"3467075","1"
"3476104","2"
"3479067","8"
"3483582","1"
"3492091","0"
"3495368","39"
"3504296","4"
"3504705","13"
"3505349","3"
"3522342","0"
"3522999","1"
"3549681","0"
"3556110","0"
"3561771","7"
"3566082","2"
"3576806","1"
"3581665","1"
"3587485","1"
"3588120","5"
"3588556","2"
"3589303","0"
"3602062","1"
"3614239","13"
"3615962","2"
"3620481","0"
"3622788","16"
"3628796","1"
"3630101","10"
"3636893","5"
"3643564","1"
"3651154","3"
"3655290","0"
"3658834","2"
"3660132","16"
"3662837","5"
"3668229","2"
"3670503","19"
"3674108","0"
"3674849","7"
"3679625","3"
"3683302","32"
"3685548","47"
"3696216","0"
"3698212","1"
"3698572","1"
"3700039","5"
"3701999","0"
"3705208","5"
"3706177","17"
"3708192","2"
"3716179","1"
"3719544","3"
"3749556","5"
"3751328","3"
"3752075","3"
"3756257","14"
"3756328","4"
"3760519","2"
"3761737","32"
"3769622","13"
"3772961","1"
"3775483","14"
"3778067","4"
"3786601","1"
"3797704","6"
"3798733","4"
"3807154","1"
"3810623","0"
"3811708","3"
"3811711","2"
"3819184","2"
"3823054","1"
"3825652","4"
"3829282","1"
"3832057","5"
"3837544","3"
"3853140","5"
"3861978","3"
"3865148","1"
"3866457","4"
"3868036","2"
"3868829","1"
"3873785","3"
"3879565","1"
"3883980","0"
"3891707","1"
"3895467","14"
"3910735","2"
"3910745","0"
"3915644","2"
"3931516","0"
"3933136","5"
"3939447","43"
"3941351","2"
"3950486","0"
"3954611","32"
"3955974","1"
"3960802","-2"
"3964595","0"
"3972704","4"
"3974890","0"
"3980393","4"
"3985080","2"
"3990560","13"
"3995217","1"
"3998629","0"
"3999758","0"
"4003142","1"
"4008062","0"
"4009540","3"
"4017757","17"
"4019461","3"
"4024275","15"
"4025535","1"
"4025610","2"
"4033359","2"
"4040353","1"
"4046615","2"
"4050869","0"
"4062307","40"
"4065379","51"
"4069060","7"
"4070973","3"
"4071907","1"
"4073945","2"
"4074877","2"
"4082045","1"
"4084554","3"
"4089016","1"
"4090021","15"
"4101460","2"
"4107895","1"
"4115861","27"
"4123752","0"
"4125615","-1"
"4125866","0"
"4129622","2"
"4130409","0"
"4135519","0"
"4148010","1"
"4153022","18"
"4153446","2"
"4159575","1"
"4161964","3"
"4162240","2"
"4167077","13"
"4169752","0"
"4173309","2"
"4178789","0"
"4183646","7"
"4186592","5"
"4192087","3"
"4193264","2"
"4196545","12"
"4197664","1"
"4203766","7"
"4214841","3"
"4218135","1"
"4237970","1"
"4245303","6"
"4253878","7"
"4257027","1"
"4257038","0"
"4259149","1"
"4259586","3"
"4262773","15"
"4265577","2"
"4268816","2"
"4269667","2"
"4273048","2"
"4276046","2"
"4276470","0"
"4276602","0"
"4282405","3"
"4291618","2"
"4296812","0"
"4304209","1"
"4315286","5"
"4315366","0"
"4316781","1"
"4316944","3"
"4318780","3"
"4321671","2"
"4322243","4"
"4324799","2"
"4325263","230"
"4327642","2"
"4332334","7"
"4335760","0"
"4338416","0"
"4343429","4"
"4345514","2"
"4347924","45"
"4358146","4"
"4363252","1"
"4363973","5"
"4367544","0"
"4375830","2"
"4385749","2"
"4398874","7"
"4400774","59"
"4403793","1"
"4406948","4"
"4409088","0"
"4413309","3"
"4413407","5"
"4413619","1"
"4421536","19"
"4422833","0"
"4427238","57"
"4428236","4"
"4430480","6"
"4440025","11"
"4440409","2"
"4441641","8"
"4441742","4"
"4443698","5"
"4444516","1"
"4445174","4"
"4448643","0"
"4453144","2"
"4474872","1"
"4487525","13"
"4489942","3"
"4491255","3"
"4496849","1"
"4503720","0"
"4504280","10"
"4505333","0"
"4505994","1"
"4508555","14"
"4508779","0"
"4511954","6"
"4515696","4"
"4518210","4"
"4522312","1"
"4522954","0"
"4526612","13"
"4527790","2"
"4528221","2"
"4528443","1"
"4530779","4"
"4533201","0"
"4533755","4"
"4537099","13"
"4538056","2"
"4540972","14"
"4546828","0"
"4549736","0"
"4551263","10"
"4553726","2"
"4554331","2"
"4572955","0"
"4578506","7"
"4579549","2"
"4584775","6"
"4585198","3"
"4591818","6"
"4593674","1"
"4599113","4"
"4604458","5"
"4606229","2"
"4613949","2"
"4619253","0"
"4633108","2"
"4634124","12"
"4635425","11"
"4642456","-1"
"4644935","1"
"4646548","0"
"4648005","0"
"4655839","3"
"4658052","0"
"4663147","64"
"4666586","1"
"4669090","0"
"4670309","1"
"4673158","2"
"4675854","5"
"4679348","1"
"4680448","1"
"4685741","5"
"4689613","1"
"4697034","2"
"4705213","0"
"4709736","4"
"4717467","0"
"4721020","1"
"4737841","181"
"4738397","2"
"4742321","3"
"4743915","1"
"4745596","6"
"4746641","3"
"4746769","0"
"4751157","2"
"4755329","2"
"4755499","1"
"4757037","1"
"4760254","0"
"4775052","1"
"4776289","2"
"4781034","3"
"4787422","2"
"4788210","3"
"4797460","5"
"4799763","1"
"4807409","4"
"4808172","4"
"4808482","0"
"4815787","1"
"4818934","0"
"4846823","5"
"4848335","1"
"4857166","4"
"4861865","1"
"4869267","1"
"4869426","12"
"4869904","5"
"4871406","0"
"4872713","1"
"4873509","1"
"4876146","2"
"4878018","2"
"4880303","2"
"4882830","0"
"4887286","1"
"4888176","4"
"4894882","3"
"4894954","23"
"4898092","1"
"4899450","0"
"4901945","2"
"4902764","2"
"4905281","0"
"4912269","2"
"4914033","2"
"4914196","2"
"4923362","5"
"4926126","10"
"4932958","6"
"4935219","1"
"4942324","1"
"4945829","12"
"4955309","2"
"4962756","2"
"4970016","4"
"4975843","4"
"4984984","1"
"4985514","0"
"4998017","1"
"4999194","1"
"5002757","4"
"5006691","3"
"5007995","1"
"5008633","1"
"5011201","14"
"5011792","1"
"5015716","3"
"5019210","3"
"5023348","0"
"5026379","0"
"5026536","0"
"5029685","0"
"5029972","2"
"5037778","0"
"5050990","0"
"5051191","2"
"5054065","0"
"5056542","0"
"5058481","7"
"5063648","0"
"5065303","2"
"5072412","2"
"5076596","0"
"5079084","2"
"5085475","2"
"5087914","2"
"5092375","0"
"5093250","6"
"5099204","3"
"5101244","1"
"5104771","1"
"5113762","1"
"5114272","6"
"5116008","0"
"5118168","1"
"5119127","0"
"5127379","14"
"5129399","1"
"5132600","2"
"5136279","2"
"5139801","3"
"5144186","5"
"5144978","3"
"5152792","4"
"5156628","0"
"5170457","4"
"5182557","2"
"5182564","0"
"5185554","2"
"5186715","2"
"5188252","1"
"5188371","10"
"5189785","0"
"5191778","3"
"5199554","15"
"5199951","6"
"5207930","1"
"5220761","47"
"5226753","1"
"5234734","0"
"5235319","6"
"5235442","0"
"5242593","5"
"5249350","4"
"5252040","7"
"5252800","2"
"5255226","1"
"5256316","4"
"5259263","6"
"5262779","0"
"5263156","7"
"5269618","1"
"5280638","7"
"5282764","4"
"5283864","7"
"5292074","20"
"5296825","4"
"5297779","0"
"5298052","0"
"5299164","3"
"5301485","3"
"5307317","1"
"5307398","0"
"5307499","13"
"5310113","3"
"5310223","0"
"5314782","12"
"5315242","2"
"5316838","5"
"5322055","0"
"5323266","1"
"5329359","1"
"5335916","2"
"5344507","2"
"5345630","3"
"5352223","0"
"5354425","0"
"5356059","0"
"5358662","0"
"5360714","1"
"5364485","2"
"5386302","2"
"5387793","3"
"5389804","2"
"5395158","1"
"5397285","0"
"5401221","1"
"5406773","2"
"5408396","2"
"5408581","0"
"5416194","24"
"5420001","2"
"5422693","0"
"5422832","1"
"5427357","2"
"5430529","4"
"5438087","0"
"5443059","0"
"5446080","34"
"5454604","1"
"5455635","10"
"5456160","2"
"5466540","-1"
"5466986","0"
"5475963","1"
"5476974","9"
"5485943","0"
"5487998","1"
"5488401","9"
"5498434","3"
"5502832","3"
"5508301","2"
"5513661","8"
"5513957","1"
"5520640","5"
"5524041","2"
"5527423","19"
"5529909","0"
"5533162","1"
"5533893","5"
"5539586","0"
"5540820","0"
"5542765","7"
"5544057","3"
"5546268","2"
"5549129","2"
"5553624","0"
"5558254","1"
"5564533","1"
"5570834","0"
"5573968","1"
"5578701","0"
"5578840","3"
"5580032","1"
"5587656","7"
"5592112","24"
"5594743","0"
"5596040","5"
"5596994","2"
"5607698","3"
"5621422","2"
"5621503","0"
"5629122","2"
"5630308","0"
"5637396","0"
"5638957","0"
"5642260","2"
"5642837","4"
"5647920","1"
"5648511","1"
"5653640","1"
"5665577","1"
"5676406","1"
"5696347","2"
"5698308","1"
"5705996","3"
"5706166","8"
"5709321","3"
"5710152","1"
"5713167","0"
"5722330","2"
"5729443","1"
"5731358","2"
"5743513","1"
"5747136","15"
"5748789","2"
"5753671","2"
"5758812","2"
"5763723","3"
"5766252","1"
"5769847","15"
"5769965","2"
"5770779","0"
"5773363","0"
"5773430","0"
"5775171","0"
"5777105","0"
"5782469","0"
"5783832","4"
"5788057","1"
"5789685","30"
"5804510","0"
"5807164","1"
"5815361","0"
"5816246","0"
"5821254","1"
"5832013","3"
"5836413","9"
"5844789","0"
"5850744","2"
"5854815","1"
"5858399","1"
"5861782","2"
"5864114","1"
"5871279","165"
"5871343","3"
"5877596","1"
"5893321","3"
"5894193","2"
"5894225","4"
"5894832","0"
"5900478","0"
"5910478","0"
"5914935","1"
"5929456","0"
"5935020","0"
"5935128","0"
"5937212","1"
"5938766","3"
"5939694","6"
"5943991","0"
"5947791","4"
"5953060","2"
"5956409","0"
"5957106","1"
"5974245","0"
"5976921","15"
"5977617","0"
"5978278","0"
"5978312","1"
"5978537","3"
"5990363","0"
"5994470","3"
"5994765","3"
"5995997","0"
"5997955","11"
"6002238","0"
"6002519","24"
"6005254","4"
"6008238","0"
"6008272","1"
"6008429","1"
"6011348","2"
"6025525","3"
"6029610","1"
"6031258","37"
"6035746","0"
"6041945","3"
"6042846","4"
"6045559","4"
"6048722","0"
"6061571","6"
"6065302","1"
"6069369","26"
"6071067","2"
"6073521","0"
"6076925","2"
"6077507","10"
"6079469","4"
"6084270","1"
"6084734","3"
"6084923","5"
"6093264","1"
"6107799","1"
"6110810","0"
"6115410","0"
"6117157","2"
"6119172","10"
"6120203","-1"
"6120657","53"
"6123394","0"
"6124310","1"
"6124951","2"
"6127955","1"
"6134797","1"
"6136617","-1"
"6137760","2"
"6141137","1"
"6142225","0"
"6143646","18"
"6148415","5"
"6148746","5"
"6150135","2"
"6150921","0"
"6152649","1"
"6160554","28"
"6166692","4"
"6168964","3"
"6172342","1"
"6175639","3"
"6183971","0"
"6188652","1"
"6192239","1"
"6197852","2"
"6212430","0"
"6223301","1"
"6235599","0"
"6237534","1"
"6263630","37"
"6264963","3"
"6276435","27"
"6281540","1"
"6288771","2"
"6293922","1"
"6303840","4"
"6305428","1"
"6306997","5"
"6310104","0"
"6316225","6"
"6317286","0"
"6322349","6"
"6332152","12"
"6339275","0"
"6340298","0"
"6340918","256"
"6342343","4"
"6343129","0"
"6344627","3"
"6353849","134"
"6357234","4"
"6360801","6"
"6370470","1"
"6370745","31"
"6371987","1"
"6375117","2"
"6376493","4"
"6378897","0"
"6382116","8"
"6385491","0"
"6388737","1"
"6393292","2"
"6398897","0"
"6402154","2"
"6402342","1"
"6409330","2"
"6412428","3"
"6417194","1"
"6423734","0"
"6429246","1"
"6431383","11"
"6431803","3"
"6432179","1"
"6440886","4"
"6441158","12"
"6442399","0"
"6448759","5"
"6457003","0"
"6457471","7"
"6457752","2"
"6465531","-2"
"6475469","3"
"6476508","0"
"6483181","-2"
"6485970","1"
"6486121","10"
"6490508","0"
"6492122","2"
"6493516","2"
"6497183","8"
"6500154","2"
"6501101","14"
"6501929","0"
"6504465","2"
"6505259","1"
"6509719","3"
"6514638","1"
"6517084","0"
"6524094","5"
"6528775","1"
"6529832","3"
"6535273","3"
"6537649","-1"
"6538485","13"
"6547214","2"
"6552829","7"
"6554671","0"
"6555091","0"
"6556377","3"
"6561771","2"
"6565104","11"
"6568885","4"
"6569672","0"
"6570125","1"
"6574666","0"
"6580775","3"
"6585884","9"
"6586010","2"
"6586147","0"
"6592010","38"
"6608529","10"
"6610572","17"
"6611304","2"
"6620650","0"
"6629473","17"
"6633164","14"
"6635866","2"
"6643104","1"
"6646455","1"
"6647667","2"
"6656008","2"
"6659360","101"
"6660335","1"
"6662198","0"
"6664867","5"
"6667627","3"
"6669181","42"
"6671331","1"
"6681083","11"
"6681549","4"
"6681969","6"
"6683473","0"
"6685187","0"
"6690831","0"
"6692458","0"
"6692546","3"
"6694735","1"
"6695069","3"
"6697502","7"
"6705009","7"
"6710190","3"
"6720166","0"
"6721939","4"
"6729324","0"
"6737996","0"
"6739173","2"
"6752633","1"
"6755180","29"
"6755471","0"
"6759650","13"
"6760114","2"
"6764313","1"
"6765240","2"
"6765836","3"
"6774714","0"
"6786263","4"
"6786945","9"
"6787586","10"
"6788018","105"
"6797843","2"
"6797955","5"
"6799921","16"
"6802421","2"
"6810634","5"
"6813929","0"
"6814515","0"
"6815160","0"
"6816210","0"
"6820357","-6"
"6834951","6"
"6839275","0"
"6840206","11"
"6843698","8"
"6847107","4"
"6854975","4"
"6855534","4"
"6858014","1"
"6861846","6"
"6863937","2"
"6870871","0"
"6893003","1"
"6893567","4"
"6908948","257"
"6915457","1"
"6923004","1"
"6924614","0"
"6924763","3"
"6928641","8"
"6931212","1"
"6931733","0"
"6932737","0"
"6941294","3"
"6945980","4"
"6957406","59"
"6960729","2"
"6963661","2"
"6967842","1"
"6972705","0"
"6975411","-1"
"6975805","0"
"6977758","0"
"6978978","1"
"6979458","0"
"6980567","1"
"6983150","1"
"6984521","2"
"6985631","0"
"6986609","2"
"6989941","0"
"6991046","5"
"6992019","1"
"6994944","31"
"6996439","3"
"7007236","1"
"7007965","0"
"7008376","0"
"7010211","0"
"7011283","0"
"7023018","0"
"7037105","11"
"7044294","1"
"7060091","12"
"7062769","4"
"7068733","2"
"7071366","51"
"7072129","3"
"7072825","0"
"7073319","2"
"7094777","0"
"7103544","9"
"7104835","3"
"7105324","6"
"7113775","8"
"7114616","5"
"7124735","66"
"7125275","16"
"7139178","16"
"7140242","0"
"7143582","0"
"7144680","2"
"7149713","8"
"7154806","1"
"7155420","0"
"7157948","3"
"7160619","0"
"7164167","0"
"7165518","0"
"7166129","51"
"7170048","1"
"7172593","5"
"7180918","3"
"7181322","2"
"7188646","1"
"7193379","4"
"7193991","1"
"7197535","1"
"7199095","4"
"7199129","19"
"7201154","3"
"7204772","1"
"7206133","9"
"7212391","2"
"7213074","2"
"7215606","0"
"7219989","14"
"7222396","0"
"7224051","2"
"7224626","20"
"7232310","3"
"7234529","3"
"7236354","4"
"7239021","2"
"7258029","1"
"7262835","5"
"7266737","1"
"7275944","6"
"7277866","4"
"7281619","3"
"7282930","2"
"7299349","2"
"7299385","3"
"7303103","11"
"7303266","19"
"7303872","5"
"7304113","5"
"7319806","0"
"7324708","5"
"7339807","5"
"7341731","1"
"7344117","1"
"7347749","6"
"7348224","-1"
"7348867","1"
"7356072","3"
"7357048","1"
"7357526","4"
"7357652","0"
"7359701","0"
"7360403","220"
"7376203","1"
"7380761","2"
"7381166","0"
"7385321","2"
"7389420","0"
"7390150","1"
"7390453","22"
"7399524","0"
"7400292","7"
"7403811","2"
"7403826","2"
"7410981","0"
"7414955","-1"
"7415279","4"
"7417809","9"
"7420054","0"
"7427198","0"
"7430512","1"
"7438838","2"
"7440453","2"
"7443560","0"
"7465222","4"
"7467798","1"
"7469927","6"
"7470007","0"
"7471635","0"
"7474844","0"
"7475809","0"
"7480914","0"
"7482523","6"
"7507370","0"
"7508126","0"
"7509935","2"
"7510622","3"
"7515353","5"
"7517434","1"
"7517650","3"
"7518478","1"
"7519399","14"
"7521223","1"
"7525321","2"
"7525679","9"
"7527414","0"
"7529993","3"
"7530069","2"
"7542541","-2"
"7544671","12"
"7545112","1"
"7545176","-1"
"7551047","0"
"7552710","4"
"7553463","-1"
"7553760","3"
"7555752","1"
"7557509","1"
"7557655","0"
"7564157","1"
"7565247","3"
"7567520","2"
"7570265","1"
"7571171","3"
"7572793","0"
"7573837","2"
"7574237","3"
"7580083","9"
"7580261","0"
"7588954","1"
"7591029","1"
"7592306","0"
"7592728","2"
"7595394","5"
"7596882","-1"
"7602209","0"
"7603851","1"
"7604630","0"
"7605217","11"
"7609105","3"
"7611383","25"
"7618567","2"
"7620017","0"
"7623316","4"
"7624636","1"
"7627097","0"
"7637822","0"
"7644405","0"
"7651081","0"
"7670772","0"
"7684654","7"
"7687096","1"
"7689220","0"
"7702258","2"
"7709540","5"
"7715171","12"
"7725043","3"
"7726781","6"
"7730741","1"
"7731237","36"
"7734340","0"
"7735112","0"
"7736714","1"
"7739909","0"
"7739951","1"
"7740935","1"
"7745890","0"
"7750962","1"
"7753731","0"
"7757083","26"
"7757109","-2"
"7762550","-1"
"7771120","-1"
"7782574","0"
"7782936","1"
"7786445","2"
"7790410","-1"
"7791524","0"
"7795240","2"
"7796058","2"
"7797857","0"
"7801965","0"
"7806991","4"
"7809496","2"
"7820522","0"
"7821678","6"
"7821969","1"
"7825492","0"
"7829063","0"
"7837652","0"
"7839843","0"
"7842547","23"
"7844860","1"
"7846164","1"
"7846437","1"
"7847326","1"
"7857132","-1"
"7863283","0"
"7872771","3"
"7874595","1"
"7874803","12"
"7881122","5"
"7886967","3"
"7900673","0"
"7913658","0"
"7916617","2"
"7918045","1"
"7919081","1"
"7932354","-10"
"7946333","0"
"7954116","4"
"7955688","0"
"7956931","1"
"7957752","4"
"7976065","-4"
"7977008","0"
"7983488","2"
"7992753","0"
"7995035","0"
"8000918","1"
"8003379","3"
"8006782","0"
"8007251","0"
"8008434","0"
"8010807","1"
"8024515","1"
"8028182","1"
"8041876","0"
"8043874","0"
"8049645","7"
"8051742","1"
"8061677","1"
"8074984","0"
"8081053","1"
"8081410","1"
"8083336","1"
"8085243","1"
"8087054","0"
"8092379","0"
"8093248","2"
"8095061","2"
"8100349","0"
"8102794","0"
"8114903","5"
"8120146","-2"
"8123628","6"
"8127409","0"
"8134311","3"
"8138425","1"
"8145795","0"
"8153332","4"
"8158762","3"
"8160606","4"
"8165012","0"
