id,score
"328","125"
"2525","160"
"2688","20"
"5611","21"
"10731","8"
"11762","40"
"20227","73"
"21965","17"
"23102","52"
"23270","4"
"23713","1"
"25546","5"
"25999","24"
"28965","17"
"31882","8"
"34896","54"
"36296","4"
"38846","9"
"39772","4"
"39929","6"
"41169","4"
"43992","5"
"47262","8"
"51094","259"
"55010","3"
"55556","23"
"55572","5"
"58679","0"
"59656","15"
"60757","5"
"61057","1"
"64258","3"
"64631","10"
"65734","3"
"71756","12"
"72166","45"
"76210","3"
"76408","5"
"76581","0"
"78380","0"
"87431","0"
"91304","5"
"93771","1"
"97614","6"
"98026","2"
"99001","5"
"102788","12"
"106001","8"
"107566","19"
"110575","116"
"113090","6"
"113423","35"
"117129","9"
"120116","7"
"121504","3"
"130585","1"
"131902","5"
"133549","1"
"134658","5"
"136219","1"
"138175","8"
"138705","6"
"142431","3"
"142722","12"
"143750","15"
"145540","18"
"148964","7"
"149876","7"
"152093","1"
"153416","0"
"153461","1"
"154844","6"
"157924","16"
"158257","0"
"159114","1"
"162031","6"
"162159","179"
"162764","55"
"162915","0"
"172486","32"
"172739","0"
"173329","17"
"173727","1"
"175309","0"
"176195","4"
"180870","48"
"184265","2"
"185149","-1"
"187736","77"
"193002","1"
"195648","6"
"196177","0"
"198462","285"
"204440","2"
"210069","4"
"210490","3"
"211483","0"
"214431","1"
"220437","17"
"225475","3"
"228577","4"
"231592","4"
"234590","2"
"239905","20"
"241953","2"
"242976","1"
"243995","2"
"245600","7"
"247110","65"
"247304","272"
"249318","3"
"252156","13"
"253238","0"
"253724","4"
"258299","42"
"258889","3"
"258994","14"
"259534","3"
"260664","17"
"269253","2"
"271090","3"
"272409","3"
"272503","52"
"272806","4"
"273652","3"
"274560","168"
"275824","16"
"276832","13"
"278571","2"
"284163","0"
"285400","6"
"287517","63"
"290630","1"
"299475","2"
"300933","2"
"301024","15"
"301948","2"
"302279","6"
"305044","19"
"306668","83"
"308406","19"
"308980","0"
"312621","1"
"315171","1"
"316390","17"
"321061","2"
"325587","3"
"327512","0"
"329956","9"
"331468","2"
"335677","5"
"335888","11"
"336057","71"
"341271","22"
"341956","1"
"342245","10"
"343078","2"
"346826","4"
"347238","6"
"347945","5"
"348109","296"
"353698","2"
"354472","1"
"356116","0"
"356562","27"
"357491","4"
"360838","1"
"362401","3"
"365495","4"
"368329","8"
"371928","0"
"372933","3"
"373071","3"
"374748","-1"
"376071","0"
"380772","0"
"382113","14"
"382386","1"
"386374","3"
"388699","7"
"390359","3"
"396324","2"
"403174","156"
"403489","4"
"407771","3"
"407977","6"
"409807","10"
"411410","5"
"412440","-1"
"412969","1"
"413279","2"
"413626","5"
"416856","9"
"419738","0"
"420854","8"
"421848","0"
"431698","11"
"433558","1"
"433707","5"
"437146","26"
"438142","1"
"438704","10"
"439870","193"
"441052","1"
"444181","8"
"446501","0"
"446551","3"
"448963","172"
"454368","7"
"454497","17"
"457014","4"
"457193","17"
"458647","0"
"459614","4"
"461650","5"
"465180","5"
"466672","7"
"466737","42"
"468288","101"
"470382","2"
"474259","0"
"481743","11"
"483018","3"
"484068","0"
"487332","0"
"487876","1"
"489552","1"
"490920","11"
"491930","0"
"493909","3"
"498234","15"
"499418","6"
"503967","0"
"505606","0"
"511396","6"
"516802","3"
"518635","0"
"524676","4"
"524778","0"
"524908","3"
"527360","3"
"534664","0"
"535175","2"
"536739","5"
"537989","5"
"539812","20"
"541517","4"
"544433","30"
"546513","1"
"547049","1"
"551406","1"
"553485","1"
"553545","0"
"557979","2"
"558308","0"
"558330","2"
"559600","7"
"562833","0"
"563717","0"
"564221","17"
"568924","2"
"569870","1"
"571669","0"
"572723","28"
"579130","1"
"587301","11"
"588855","2"
"590298","1"
"592238","1"
"593086","3"
"595936","8"
"596004","1"
"597142","4"
"598844","1"
"598949","0"
"600349","4"
"603271","1"
"604290","2"
"604550","3"
"604978","3"
"606179","52"
"611471","5"
"611915","27"
"613233","10"
"613680","1"
"615280","4"
"616421","1"
"616662","2"
"617714","0"
"617833","1"
"620438","0"
"622459","6"
"625720","0"
"625768","9"
"627353","1"
"627918","4"
"631661","5"
"636947","1"
"637126","0"
"639034","1"
"641713","0"
"642007","1"
"642515","11"
"645135","2"
"663664","8"
"665792","1"
"667887","4"
"674703","1"
"678873","7"
"682698","5"
"683549","3"
"684610","-3"
"685298","8"
"685470","3"
"687059","1"
"691276","9"
"694057","3"
"694147","12"
"695813","4"
"696476","4"
"696563","19"
"701801","10"
"703308","0"
"703450","3"
"704194","10"
"705533","13"
"705596","1"
"707266","0"
"713165","2"
"715969","3"
"718190","8"
"718611","27"
"721436","5"
"726388","3"
"728108","0"
"728164","44"
"732107","2"
"733692","52"
"739850","6"
"740584","2"
"741824","2"
"745249","1"
"747394","3"
"747866","4"
"747876","0"
"748320","0"
"752859","1"
"753917","2"
"755309","1"
"755994","1"
"756353","0"
"759069","4"
"762221","2"
"763498","1"
"764012","45"
"764533","4"
"764833","1"
"765273","2"
"765840","4"
"767010","1"
"768442","20"
"769634","0"
"770164","4"
"775702","2"
"775924","1"
"782785","0"
"786093","7"
"786661","32"
"787729","4"
"790086","2"
"793812","109"
"796059","1"
"796383","0"
"800244","0"
"801871","0"
"805887","4"
"806739","7"
"810043","6"
"815013","2"
"815220","2"
"815297","-2"
"815563","2"
"815740","3"
"818512","14"
"820289","6"
"821443","0"
"821938","0"
"822638","19"
"823184","4"
"824822","0"
"827989","4"
"830919","15"
"834061","4"
"839479","44"
"840668","1"
"845623","8"
"846402","6"
"852187","1"
"853620","182"
"853876","0"
"854961","7"
"858476","1"
"861781","2"
"861864","13"
"862042","8"
"862141","1"
"862187","1"
"862419","4"
"864791","6"
"868482","6"
"876045","4"
"876258","0"
"877583","0"
"877727","3"
"877743","1"
"878312","3"
"878538","7"
"879017","0"
"879704","1"
"883371","12"
"884781","3"
"885540","1"
"887100","2"
"887565","1"
"888052","1"
"890447","0"
"890907","16"
"895586","11"
"897020","32"
"898148","0"
"899947","1"
"900115","0"
"903770","0"
"904442","2"
"906910","0"
"908726","0"
"909750","0"
"910465","109"
"910856","18"
"921550","12"
"925929","3"
"929744","20"
"937048","1"
"938765","1"
"939159","14"
"944511","2"
"944833","29"
"945015","18"
"947169","4"
"947618","32"
"948172","74"
"951386","27"
"952019","2"
"952847","1"
"953712","1"
"958331","0"
"960190","7"
"961313","1"
"964324","3"
"966587","2"
"967181","1"
"967762","1"
"970600","1"
"978361","1"
"979360","1"
"981226","2"
"982616","0"
"985830","12"
"988642","18"
"994232","3"
"996965","1"
"1003736","15"
"1007065","0"
"1007191","6"
"1008601","2"
"1010518","3"
"1011055","2"
"1012337","0"
"1013107","3"
"1013581","6"
"1014042","0"
"1014505","10"
"1019204","9"
"1019217","0"
