id,score
"8318","10"
"14617","228"
"16451","22"
"24723","24"
"29357","2"
"33412","75"
"33829","0"
"34638","6"
"49226","5"
"49473","11"
"70170","2"
"72304","2"
"77686","0"
"102425","7"
"103203","3"
"108838","1"
"116415","2"
"119926","4"
"120380","11"
"137212","167"
"159282","2"
"166411","2"
"174131","8"
"178479","346"
"185211","3"
"196845","0"
"205183","1"
"211099","3"
"217511","15"
"232584","3"
"244283","5"
"248562","291"
"256899","2"
"277044","190"
"277100","1"
"290545","1"
"295163","1"
"295628","23"
"302357","1"
"303028","7"
"311243","6"
"313730","24"
"318781","3"
"319634","2"
"320477","2"
"321787","6"
"333812","1"
"348090","1"
"350177","2"
"359620","4"
"360520","142"
"367530","2"
"368792","1"
"377901","5"
"398179","5"
"407990","1"
"429352","3"
"435912","5"
"438508","0"
"442862","87"
"442995","2"
"443151","11"
"453925","5"
"461886","2"
"476576","0"
"476640","3"
"485023","12"
"491109","0"
"494860","2"
"495392","7"
"506939","2"
"510846","2"
"517527","15"
"521101","68"
"525408","2"
"528938","4"
"529997","11"
"530972","1"
"531096","11"
"540738","2"
"543896","9"
"546447","0"
"547219","18"
"552982","0"
"556110","0"
"556670","6"
"557746","5"
"571081","4"
"579224","5"
"581655","2"
"587357","16"
"605589","0"
"612121","2"
"626043","0"
"628416","83"
"636172","5"
"637496","1"
"646224","6"
"656787","2"
"658826","0"
"663890","9"
"668958","1"
"673355","6"
"687787","14"
"699254","10"
"700476","2"
"700529","2"
"706856","0"
"727812","10"
"728531","6"
"729203","6"
"733435","0"
"734887","0"
"738071","2"
"752890","8"
"754205","1"
"759800","2"
"760358","3"
"761588","25"
"762459","16"
"770195","1"
"770635","21"
"785652","7"
"788834","1"
"788844","0"
"789759","3"
"800904","0"
"801458","8"
"804023","4"
"805153","3"
"806131","39"
"806169","3"
"809590","2"
"820334","0"
"824919","0"
"825638","2"
"850497","2"
"851623","6"
"852453","20"
"858036","2"
"861221","0"
"862350","4"
"868078","0"
"877317","1"
"877562","0"
"881661","7"
"886397","2"
"892733","23"
"906210","2"
"914509","1"
"915039","3"
"916061","2"
"919983","3"
"922779","18"
"933483","4"
"935218","1"
"935666","2"
"944679","6"
"948177","1"
"955399","21"
"956639","2"
"976696","4"
"979910","5"
"983964","27"
"984644","15"
"986892","32"
"991703","3"
"992019","392"
"992944","0"
"995035","1"
"1003960","0"
"1004586","1"
"1006674","7"
"1009996","2"
"1011777","8"
"1012792","13"
"1013032","37"
"1018292","15"
"1033947","10"
"1037798","0"
"1037813","0"
"1042904","1"
"1066976","0"
"1067869","4"
"1070420","9"
"1079077","0"
"1089600","6"
"1093817","2"
"1097923","3"
"1100299","1"
"1107007","5"
"1108937","9"
"1109731","2"
"1114685","0"
"1115739","2"
"1126684","8"
"1131733","1"
"1132567","130"
"1159729","36"
"1163319","6"
"1169123","1"
"1170185","2"
"1171103","5"
"1175008","8"
"1184789","0"
"1193220","0"
"1201048","60"
"1203317","0"
"1211333","4"
"1214151","2"
"1229588","1"
"1235556","4"
"1238763","4"
"1240575","4"
"1244607","0"
"1247637","3"
"1265488","10"
"1277276","4"
"1277378","0"
"1280702","9"
"1286837","4"
"1287450","0"
"1291584","4"
"1297625","1"
"1312984","2"
"1321557","26"
"1326770","0"
"1326858","7"
"1329730","2"
"1331257","1"
"1338546","2"
"1339787","4"
"1345691","0"
"1349170","1"
"1349938","15"
"1350432","0"
"1363452","0"
"1372466","1"
"1373407","30"
"1375002","0"
"1376746","0"
"1379434","7"
"1381335","1"
"1381965","6"
"1389055","0"
"1391692","10"
"1394616","2"
"1399505","14"
"1415673","0"
"1417271","6"
"1429610","0"
"1431486","2"
"1442054","4"
"1443632","0"
"1454519","6"
"1459080","51"
"1466011","2"
"1475061","1"
"1475991","0"
"1478887","1"
"1483595","6"
"1485020","0"
"1497204","2"
"1499115","1"
"1514112","0"
"1519435","1"
"1554799","0"
"1569736","5"
"1571999","3"
"1577290","1"
"1582161","122"
"1584177","0"
"1587423","3"
"1596187","0"
"1597421","10"
"1599443","1"
"1601560","4"
"1606494","1"
"1608706","17"
"1609899","50"
"1611365","17"
"1612222","1"
"1612485","3"
"1620823","2"
"1623865","4"
"1626163","4"
"1629958","6"
"1636572","2"
"1638170","44"
"1660845","1"
"1666028","-1"
"1666866","2"
"1676513","3"
"1677465","16"
"1678539","6"
"1680190","2"
"1689237","3"
"1698864","0"
"1715036","48"
"1715296","4"
"1715941","0"
"1719875","1"
"1724598","0"
"1730019","1"
"1732789","18"
"1741160","11"
"1752621","0"
"1754915","0"
"1755757","1"
"1756801","11"
"1761155","2"
"1762453","6"
"1764064","4"
"1765222","2"
"1770942","0"
"1781905","3"
"1782528","0"
"1785555","14"
"1791060","2"
"1793188","2"
"1793979","52"
"1799022","4"
"1800662","7"
"1812891","146"
"1820386","1"
"1821178","1"
"1821545","6"
"1829879","0"
"1832640","2"
"1866225","20"
"1867355","2"
"1883929","3"
"1887870","10"
"1888503","2"
"1892238","2"
"1908980","2"
"1923408","2"
"1931871","1"
"1935479","31"
"1947967","1"
"1958710","0"
"1958962","0"
"1959272","0"
"1961162","0"
"1980345","2"
"1986261","3"
"1996954","0"
"1999842","1"
"2000875","2"
"2002728","2"
"2006683","4"
"2011407","0"
"2020625","3"
"2021263","2"
"2021392","0"
"2022009","2"
"2031355","2"
"2047732","2"
"2050292","9"
"2052251","19"
"2057164","7"
"2058191","0"
"2059617","-1"
"2067872","0"
"2079336","0"
"2085741","4"
"2095430","0"
"2096444","4"
"2096905","5"
"2097894","4"
"2098681","0"
"2102148","1"
"2106601","5"
"2106680","2"
"2111845","20"
"2114814","1"
"2116230","0"
"2122455","24"
"2131522","7"
"2133229","2"
"2134405","1"
"2138817","3"
"2146315","5"
"2147837","2"
"2148799","13"
"2161050","181"
"2162826","2"
"2165546","2"
"2168620","5"
"2179235","0"
"2180354","3"
"2185103","8"
"2185421","2"
"2193172","3"
"2194627","0"
"2195553","1"
"2195653","0"
"2199596","4"
"2201419","4"
"2206054","2"
"2221532","1"
"2223759","0"
"2224873","15"
"2225243","0"
"2227225","3"
"2227351","9"
"2232834","1"
"2233761","36"
"2237988","3"
"2239192","4"
"2240212","0"
"2244819","5"
"2245898","2"
"2248858","0"
"2253061","39"
"2266537","11"
"2266724","0"
"2267653","0"
"2268827","1"
"2274714","3"
"2277463","1"
"2279621","6"
"2287952","3"
"2291942","6"
"2298853","5"
"2301548","0"
"2315066","8"
"2315873","3"
"2319313","0"
"2321643","0"
"2322953","32"
"2332321","0"
"2333586","7"
"2335244","2"
"2336004","2"
"2342207","0"
"2345076","1"
"2346451","0"
"2361346","2"
"2363024","5"
"2363716","2"
"2366223","2"
"2366698","0"
"2371772","4"
"2375541","19"
"2375753","3"
"2375903","40"
"2383322","2"
"2383989","3"
"2393649","4"
"2397418","2"
"2398269","2"
"2411096","52"
"2413276","4"
"2419854","2"
"2419956","0"
"2434905","1"
"2435536","1"
"2442264","1"
"2446366","1"
"2449169","2"
"2453524","1"
"2460608","0"
"2463306","0"
"2475510","0"
"2481862","100"
"2482872","1"
"2483992","8"
"2488089","1"
"2491966","3"
"2492100","1"
"2493837","0"
"2494877","1"
"2496989","1"
"2502938","5"
"2503996","5"
"2508980","3"
"2510094","0"
"2510683","0"
"2515834","1"
"2517735","0"
"2520050","3"
"2521871","3"
"2528622","3"
"2529213","12"
"2534127","4"
"2536098","-1"
"2536210","2"
"2540943","3"
"2555029","6"
"2557393","1"
"2559255","13"
"2563238","0"
"2567890","0"
"2570043","5"
"2579103","11"
"2579431","23"
"2580473","0"
"2586426","15"
"2587838","0"
"2593153","0"
"2593158","4"
"2606049","2"
"2607613","10"
"2608383","13"
"2620226","1"
"2622555","2"
"2626981","1"
"2635881","1"
"2642046","32"
"2645298","17"
"2652092","3"
"2653180","4"
"2654124","11"
"2654712","4"
"2658922","73"
"2661659","0"
"2665731","2"
"2669375","3"
"2671295","5"
"2678138","5"
"2681292","0"
"2681401","21"
"2687864","0"
"2691160","8"
"2693268","5"
"2697310","0"
"2712416","0"
"2715499","0"
