answers,creation_date,len,postid,question,ratio,raw,tags,title,uniq,words,probability
problem link order chang order file compil fine,2018-10-05 10:35:08.113 UTC,599,52663687,"includ openssl android project use david-hoze/build-openssl-android build openssl 1.1.0h android ndk r17 setup:android studio 3.2ndk version 18.0.5002713 app file file get error compil build command fail error execut process /home/david/android/sdk/cmake/3.6.4111459/bin/cmak argument {--build /home/david/dev/android/myapplication/app/.externalnativebuild/cmake/debug/x86_64 --target my-library} [1/1] link cxx share librari ../../../../build/intermediates/cmake/debug/obj/x86_64/libnativ.so fail &amp;&amp /home/david/android/sdk/ndk-bundle/toolchains/llvm/prebuilt/linux-x86_64/bin/clang++ --target=x86_64-none-linux-android21 --gcc-toolchain=/home/david/android/sdk/ndk-bundle/toolchains/x86_64-4.9/prebuilt/linux-x86_64 --sysroot=/home/david/android/sdk/ndk-bundle/sysroot -fpic -isystem /home/david/android/sdk/ndk-bundle/sysroot/usr/include/x86_64-linux-android -g -dandroid -ffunction-sect -funwind-t -fstack-protector-strong -no-canonical-prefix -wa,--noexecstack -wformat -werror=format-secur -std=c++11 -std=c++17 -frtti -fexcept -o0 -fno-limit-debug-info -wl,--exclude-libs,libgcc.a -wl,--exclude-libs,libatomic.a -nostdlib++ --sysroot /home/david/android/sdk/ndk-bundle/platforms/android-21/arch-x86_64 -wl,--build-id -wl,--warn-shared-textrel -wl,--fatal-warn -l/home/david/android/sdk/ndk-bundle/sources/cxx-stl/llvm-libc++/libs/x86_64 -wl,--no-undefin -wl,-z,noexecstack -qunused-argu -wl,-z,relro -wl,-z,now -share -wl,-soname,libnativ.so -o ../../../../build/intermediates/cmake/debug/obj/x86_64/libnativ.so cmakefiles/my-library.dir/src/main/cpp/my-code.cpp.o /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libcrypto.a /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.a /home/david/android/sdk/ndk-bundle/platforms/android-21/arch-x86_64/usr/lib64/liblog.so -latom -lm /home/david/android/sdk/ndk-bundle/sources/cxx-stl/llvm-libc++/libs/x86_64/libc++_shared.so &amp;&amp /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_ciph.o:ssl_ciph.c:funct do_load_builtin_compressions_ossl_ error undefin refer comp_get_typ /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_ciph.o:ssl_ciph.c:funct do_load_builtin_compressions_ossl_ error undefin refer comp_get_nam /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_ciph.o:ssl_ciph.c:funct ssl_cipher_get_evp error undefin refer fips_mod /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_ciph.o:ssl_ciph.c:funct ssl_cipher_get_evp error undefin refer evp_enc_nul /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_ciph.o:ssl_ciph.c:funct ssl_create_cipher_list error undefin refer fips_mod /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_ciph.o:ssl_ciph.c:funct ssl_create_cipher_list error undefin refer fips_mod /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_ciph.o:ssl_ciph.c:funct ssl_comp_add_compression_method error undefin refer comp_get_typ /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_ciph.o:ssl_ciph.c:funct ssl_comp_get_nam error undefin refer comp_get_nam /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_conf.o:ssl_conf.c:funct cmd_verifycafil error undefin refer x509_store_load_loc /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_conf.o:ssl_conf.c:funct cmd_chaincapath error undefin refer x509_store_load_loc /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_conf.o:ssl_conf.c:funct cmd_chaincafil error undefin refer x509_store_load_loc /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_conf.o:ssl_conf.c:funct cmd_verifycapath error undefin refer x509_store_load_loc /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_read error undefin refer async_wait_ctx_new /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_peek error undefin refer async_wait_ctx_new /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_write error undefin refer async_wait_ctx_new /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_shutdown error undefin refer async_wait_ctx_new /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_new error undefin refer fips_mod /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_clear_cipher_ctx error undefin refer comp_ctx_fre /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_clear_cipher_ctx error undefin refer comp_ctx_fre /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_default_verify_dir error undefin refer x509_lookup_hash_dir /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_default_verify_fil error undefin refer x509_lookup_fil /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_free error undefin refer async_wait_ctx_fre /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_get0_peer_sct error undefin refer ocsp_response_get1_bas /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_get0_peer_sct error undefin refer ocsp_resp_count /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_get0_peer_sct error undefin refer ocsp_resp_get0 /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_get0_peer_sct error undefin refer ocsp_singleresp_get1_ext_d2i /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_validate_ct error undefin refer ct_policy_eval_ctx_new /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_validate_ct error undefin refer ct_policy_eval_ctx_set1_cert /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_validate_ct error undefin refer ct_policy_eval_ctx_set1_issu /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_validate_ct error undefin refer ct_policy_eval_ctx_set_shared_ctlog_stor /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_validate_ct error undefin refer ct_policy_eval_ctx_set_tim /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_validate_ct error undefin refer ct_policy_eval_ctx_fre /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_validate_ct error undefin refer ct_policy_eval_ctx_fre /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_get_all_async_fd error undefin refer async_wait_ctx_get_all_fd /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_get_changed_async_fd error undefin refer async_wait_ctx_get_changed_fd /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_get_current_compress error undefin refer comp_ctx_get_method /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_get_current_expans error undefin refer comp_ctx_get_method /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_default_verify_path error undefin refer x509_store_set_default_path /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_rsa.o:ssl_rsa.c:funct ssl_use_certificate_fil error undefin refer pem_read_bio_x509 /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_rsa.o:ssl_rsa.c:funct ssl_use_rsaprivatekey_fil error undefin refer pem_read_bio_rsaprivatekey /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_rsa.o:ssl_rsa.c:funct ssl_ctx_use_certificate_fil error undefin refer pem_read_bio_x509 /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_rsa.o:ssl_rsa.c:funct ssl_ctx_use_rsaprivatekey_fil error undefin refer pem_read_bio_rsaprivatekey /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_rsa.o:ssl_rsa.c:funct ssl_ctx_use_certificate_chain_fil error undefin refer pem_read_bio_x509_aux /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_rsa.o:ssl_rsa.c:funct ssl_ctx_use_certificate_chain_fil error undefin refer pem_read_bio_x509 /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_rsa.o:ssl_rsa.c:funct ssl_use_certificate_chain_fil error undefin refer pem_read_bio_x509_aux /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_rsa.o:ssl_rsa.c:funct ssl_use_certificate_chain_fil error undefin refer pem_read_bio_x509 /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.astatem_clnt.o:statem_clnt.c:funct ssl3_check_cert_and_algorithm error undefin refer x509_certificate_typ /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.astatem_srvr.o:statem_srvr.c:funct tls_process_cert_verifi error undefin refer x509_certificate_typ /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.at1_lib.o:t1_lib.c:funct ssl_get_auto_dh error undefin refer bn_get_rfc3526_prime_3072 /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.at1_lib.o:t1_lib.c:funct ssl_get_auto_dh error undefin refer bn_get_rfc3526_prime_8192 /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct ssl_srp_server_param_with_usernam error undefin refer srp_calc_b /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct ssl_set_srp_server_param_pw error undefin refer srp_get_default_gn /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct ssl_set_srp_server_param_pw error undefin refer srp_create_verifier_bn /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_generate_server_master_secret error undefin refer srp_verify_a_mod_n /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_generate_server_master_secret error undefin refer srp_calc_u /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_generate_server_master_secret error undefin refer srp_calc_server_key /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_generate_client_master_secret error undefin refer srp_verify_b_mod_n /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_generate_client_master_secret error undefin refer srp_calc_u /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_generate_client_master_secret error undefin refer srp_calc_x /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_generate_client_master_secret error undefin refer srp_calc_client_key /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_verify_server_param error undefin refer srp_check_known_gn_param /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.atls_srp.o:tls_srp.c:funct srp_calc_a_param error undefin refer srp_calc_a /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl3_record.o:ssl3_record.c:funct ssl3_do_uncompress error undefin refer comp_expand_block /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl3_record.o:ssl3_record.c:funct ssl3_do_compress error undefin refer comp_compress_block /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.as3_enc.o:s3_enc.c:funct ssl3_change_cipher_st error undefin refer comp_ctx_fre /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.as3_enc.o:s3_enc.c:funct ssl3_change_cipher_st error undefin refer comp_ctx_new /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.as3_enc.o:s3_enc.c:funct ssl3_change_cipher_st error undefin refer comp_ctx_fre /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.as3_enc.o:s3_enc.c:funct ssl3_change_cipher_st error undefin refer comp_ctx_new /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_asn1.o:ssl_asn1.c:ssl_session_asn1_seq_tt error undefin refer uint32_it /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_asn1.o:ssl_asn1.c:ssl_session_asn1_seq_tt error undefin refer int32_it /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_asn1.o:ssl_asn1.c:ssl_session_asn1_seq_tt error undefin refer zint64_it /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_asn1.o:ssl_asn1.c:ssl_session_asn1_seq_tt error undefin refer zint64_it /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_asn1.o:ssl_asn1.c:ssl_session_asn1_seq_tt error undefin refer zint32_it /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_asn1.o:ssl_asn1.c:ssl_session_asn1_seq_tt error undefin refer zuint64_it /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_asn1.o:ssl_asn1.c:ssl_session_asn1_seq_tt error undefin refer zuint64_it /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_cert.o:ssl_cert.c:funct ssl_add_dir_cert_subjects_to_stack error undefin refer openssl_dir_read /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_cert.o:ssl_cert.c:funct ssl_add_dir_cert_subjects_to_stack error undefin refer openssl_dir_end /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.assl_cert.o:ssl_cert.c:funct ssl_build_cert_chain error undefin refer x509_verify_cert_error_str /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.at1_enc.o:t1_enc.c:funct tls1_change_cipher_st error undefin refer comp_ctx_new /home/david/dev/android/myapplication/build-openssl-android/openssl-lib/x86_64/libssl.at1_enc.o:t1_enc.c:funct tls1_change_cipher_st error undefin refer comp_ctx_new clang++ error linker command fail exit code 1 -v see invoc ninja build stop subcommand fail appreci help",0.8530884808013356,511,android android-ndk c++ openssl,applic link use openssl android,12,openssl|ssl|protect|security|crypt|cipher|hash|validate|rsa|certificate|tls|username,0.9265622496604919
,2018-10-25 12:55:04.2 UTC,628,52989812,write nativ c++ librari android ios librari use answer web request use librari found https://github.com/olehkulykov/libnhr lot problem complet problem work fine wont support httpsssl connect search found openssl curl librari use step https://github.com/leenjewel/openssl_for_ios_and_android compil openssl curl cross platform build successful linux maco includ manifest static fileslibssl.a libcrypto.a libcurl.a c++ librari see lot openssl librari method except ssl method cant succeed point use avail file github give result openssl crypto md5 method try ssl method give error exampl method error libssl.assl_lib.o:ssl_lib.c:funct ssl_undefined_funct error undefin refer err_put_error libssl.assl_lib.o:ssl_lib.c:funct tlsa_fre error undefin refer crypto_fre libssl.assl_lib.o:ssl_lib.c:funct tlsa_fre error undefin refer evp_pkey_fre libssl.assl_lib.o:ssl_lib.c:funct tlsa_fre error undefin refer crypto_fre libssl.assl_lib.o:ssl_lib.c:funct ct_strict error undefin refer openssl_sk_num libssl.assl_lib.o:ssl_lib.c:funct ct_strict error undefin refer openssl_sk_valu libssl.assl_lib.o:ssl_lib.c:funct ct_strict error undefin refer sct_get_validation_statu libssl.assl_lib.o:ssl_lib.c:funct ct_strict error undefin refer err_put_error libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_ssl_vers error undefin refer openssl_sk_num libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_ssl_vers error undefin refer err_put_error libssl.assl_lib.o:ssl_lib.c:funct ssl_up_ref error undefin refer crypto_atomic_add libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_session_id_context error undefin refer err_put_error libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_generate_session_id error undefin refer crypto_thread_write_lock libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_generate_session_id error undefin refer crypto_thread_unlock libssl.assl_lib.o:ssl_lib.c:funct ssl_set_generate_session_id error undefin refer crypto_thread_write_lock libssl.assl_lib.o:ssl_lib.c:funct ssl_set_generate_session_id error undefin refer crypto_thread_unlock libssl.assl_lib.o:ssl_lib.c:funct ssl_has_matching_session_id error undefin refer crypto_thread_read_lock libssl.assl_lib.o:ssl_lib.c:funct ssl_has_matching_session_id error undefin refer openssl_lh_retriev libssl.assl_lib.o:ssl_lib.c:funct ssl_has_matching_session_id error undefin refer crypto_thread_unlock libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_purpos error undefin refer x509_verify_param_set_purpos libssl.assl_lib.o:ssl_lib.c:funct ssl_set_purpos error undefin refer x509_verify_param_set_purpos libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set_trust error undefin refer x509_verify_param_set_trust libssl.assl_lib.o:ssl_lib.c:funct ssl_set_trust error undefin refer x509_verify_param_set_trust libssl.assl_lib.o:ssl_lib.c:funct ssl_set1_host error undefin refer x509_verify_param_set1_host libssl.assl_lib.o:ssl_lib.c:funct ssl_add1_host error undefin refer x509_verify_param_add1_host libssl.assl_lib.o:ssl_lib.c:funct ssl_set_hostflag error undefin refer x509_verify_param_set_hostflag libssl.assl_lib.o:ssl_lib.c:funct ssl_get0_peernam error undefin refer x509_verify_param_get0_peernam libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_en error undefin refer crypto_zalloc libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_en error undefin refer crypto_zalloc libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_en error undefin refer obj_nid2sn libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_en error undefin refer evp_get_digestbynam libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_en error undefin refer obj_nid2sn libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_en error undefin refer evp_get_digestbynam libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_en error undefin refer crypto_fre libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_en error undefin refer crypto_fre libssl.assl_lib.o:ssl_lib.c:funct ssl_get0_dane_author error undefin refer openssl_sk_num libssl.assl_lib.o:ssl_lib.c:funct ssl_get0_dane_tlsa error undefin refer openssl_sk_num libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer crypto_zalloc libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer crypto_malloc libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer d2i_pubkey libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer openssl_sk_valu libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer openssl_sk_insert libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer evp_md_siz libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer d2i_x509 libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer x509_get0_pubkey libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer openssl_sk_push libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer x509_free libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer evp_pkey_fre libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer evp_pkey_fre libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer evp_pkey_fre libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer x509_free libssl.assl_lib.o:ssl_lib.c:funct ssl_dane_tlsa_add error undefin refer openssl_sk_new_nul libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_mtype_set error undefin refer crypto_realloc libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_dane_mtype_set error undefin refer crypto_realloc libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_set1_param error undefin refer x509_verify_param_set1 libssl.assl_lib.o:ssl_lib.c:funct ssl_set1_param error undefin refer x509_verify_param_set1 libssl.assl_lib.o:ssl_lib.c:funct ssl_set0_rbio error undefin refer bio_free_al libssl.assl_lib.o:ssl_lib.c:funct ssl_set0_wbio error undefin refer bio_pop libssl.assl_lib.o:ssl_lib.c:funct ssl_set0_wbio error undefin refer bio_free_al libssl.assl_lib.o:ssl_lib.c:funct ssl_set0_wbio error undefin refer bio_push libssl.assl_lib.o:ssl_lib.c:funct ssl_get_wbio error undefin refer bio_next libssl.assl_lib.o:ssl_lib.c:funct ssl_set_bio error undefin refer bio_up_ref libssl.assl_lib.o:ssl_lib.c:funct ssl_get_rfd error undefin refer bio_find_typ libssl.assl_lib.o:ssl_lib.c:funct ssl_get_rfd error undefin refer bio_ctrl libssl.assl_lib.o:ssl_lib.c:funct ssl_get_wfd error undefin refer bio_find_typ libssl.assl_lib.o:ssl_lib.c:funct ssl_get_wfd error undefin refer bio_ctrl libssl.assl_lib.o:ssl_lib.c:funct ssl_set_fd error undefin refer bio_s_socket libssl.assl_lib.o:ssl_lib.c:funct ssl_set_fd error undefin refer bio_new libssl.assl_lib.o:ssl_lib.c:funct ssl_set_fd error undefin refer bio_int_ctrl libssl.assl_lib.o:ssl_lib.c:funct ssl_set_wfd error undefin refer bio_method_typ libssl.assl_lib.o:ssl_lib.c:funct ssl_set_wfd error undefin refer bio_s_socket libssl.assl_lib.o:ssl_lib.c:funct ssl_set_wfd error undefin refer bio_new libssl.assl_lib.o:ssl_lib.c:funct ssl_set_wfd error undefin refer bio_int_ctrl libssl.assl_lib.o:ssl_lib.c:funct ssl_set_wfd error undefin refer bio_ctrl libssl.assl_lib.o:ssl_lib.c:funct ssl_set_wfd error undefin refer bio_up_ref libssl.assl_lib.o:ssl_lib.c:funct ssl_set_rfd error undefin refer bio_method_typ libssl.assl_lib.o:ssl_lib.c:funct ssl_set_rfd error undefin refer bio_s_socket libssl.assl_lib.o:ssl_lib.c:funct ssl_set_rfd error undefin refer bio_new libssl.assl_lib.o:ssl_lib.c:funct ssl_set_rfd error undefin refer bio_int_ctrl libssl.assl_lib.o:ssl_lib.c:funct ssl_set_rfd error undefin refer bio_ctrl libssl.assl_lib.o:ssl_lib.c:funct ssl_set_rfd error undefin refer bio_up_ref libssl.assl_lib.o:ssl_lib.c:funct ssl_get_verify_depth error undefin refer x509_verify_param_get_depth libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_get_verify_depth error undefin refer x509_verify_param_get_depth libssl.assl_lib.o:ssl_lib.c:funct ssl_set_verify_depth error undefin refer x509_verify_param_set_depth libssl.assl_lib.o:ssl_lib.c:funct ssl_get_peer_certif error undefin refer x509_up_ref libssl.assl_lib.o:ssl_lib.c:funct ssl_copy_session_id error undefin refer crypto_atomic_add libssl.assl_lib.o:ssl_lib.c:funct ssl_ctx_check_private_key error undefin refer x509_check_private_key libssl.assl_lib.o:ssl_lib.c:funct ssl_check_private_key error undefin refer x509_check_private_key libssl.assl_lib.o:ssl_lib.c:funct ssl_get_all_async_fd error undefin refer async_wait_ctx_get_all_fd libssl.assl_lib.o:ssl_lib.c:funct ssl_get_changed_async_fd error undefin refer async_wait_ctx_get_changed_fd,0.6449044585987261,405,c++ cross-platform openssl sockets,build openssl curl android ios,9,openssl|ssl|crypt|availability|md5|validate|trust|authorise|certificate,0.8710798621177673
