id,favorite
"3027","3"
"4004","17"
"8318","5"
"14617","118"
"18943","6"
"19471",""
"20841","2"
"22519",""
"23961",""
"24723","21"
"29357",""
"30946","5"
"32369","99"
"32991",""
"34708","8"
"45093","1"
"46415","1"
"47323","14"
"50142","10"
"52830",""
"53728","42"
"55845","1"
"55862","12"
"56709","1"
"57800",""
"61622","1"
"68792","5"
"73947","176"
"75057","18"
"77686",""
"87365","9"
"87694","3"
"95297","2"
"96382","2"
"101362","16"
"102496","3"
"108518","8"
"109293","7"
"111451",""
"111576","17"
"117352","1"
"117920",""
"118463","5"
"118910","3"
"120380","3"
"121493",""
"123159","1"
"131017","3"
"132113","1"
"138311","1"
"138432","1"
"139046","1"
"144696","12"
"148059","8"
"162296",""
"166639","0"
"167917","3"
"170844","1"
"174131","1"
"174225","7"
"174348","78"
"177331",""
"177560",""
"184328","11"
"186789","5"
"188114",""
"190771","6"
"194358",""
"194869","1"
"195509",""
"198071",""
"198803",""
"201863","5"
"202011","359"
"205070","18"
"205468",""
"205668","1"
"205887",""
"206438","32"
"208007","9"
"210832","1"
"211263",""
"211895","27"
"211941",""
"212510","38"
"212858",""
"213380","52"
"215302","2"
"215306","7"
"216324",""
"221040","1"
"223395","2"
"223480","8"
"224049","5"
"224272","2"
"228138","12"
"229596","9"
"232228","6"
"232484",""
"232990",""
"235759","1"
"237816","6"
"239262","5"
"240713","9"
"241040","1"
"242648","3"
"243744",""
"246822","2"
"252180","10"
"252974",""
"253545","1"
"258721","4"
"259897","1"
"262145","5"
"263367","6"
"265305",""
"267607","2"
"270453","3"
"274533","2"
"274659","13"
"275444","6"
"277100","1"
"277695",""
"278273",""
"279693","1"
"281068","1"
"281618","4"
"290236",""
"291102",""
"291294","2"
"295156","27"
"295825","1"
"295910",""
"296193",""
"297850","2"
"299826",""
"300268",""
"304284","1"
"304658","1"
"306489",""
"307448",""
"307495","5"
"307722",""
"310476",""
"311064","10"
"312254",""
"313859","3"
"317788",""
"319508","2"
"322262",""
"337663","2"
"339180","1"
"341585","3"
"343995","4"
"344314","2"
"344774","1"
"347056","4"
"347088",""
"347948","2"
"348090","1"
"348589",""
"350177",""
"354021",""
"354068","1"
"354323",""
"355418","1"
"357567",""
"358967","2"
"359342","39"
"360520","57"
"365309","25"
"369291","3"
"369312","2"
"372268","5"
"372980","23"
"375524","2"
"379445",""
"382464","6"
"384489","5"
"384725",""
"386386",""
"388985",""
"390677",""
"390908",""
"392928","13"
"401656","626"
"402705","2"
"403394",""
"404806","12"
"406179","1"
"408431","4"
"412753","3"
"413677","3"
"414034","9"
"415310",""
"419288",""
"427821",""
"432291","7"
"432753",""
"434776",""
"435408",""
"441777","2"
"442594",""
"442898",""
"442923","25"
"444698","2"
"445177","6"
"446467","1"
"447638","9"
"447785",""
"449650","4"
"452664","6"
"455234","1"
"456109","10"
"456546","1"
"457471","3"
"461886","0"
"465997",""
"473531",""
"476576","1"
"476701",""
"477649","10"
"478251","3"
"481845","11"
"483197",""
"485866",""
"488804","8"
"489119","32"
"491109",""
"494211","3"
"500586",""
"503666","4"
"507753","1"
