id,favorite
"657","5"
"6847","2"
"14350",""
"14617","118"
"16003","1"
"16861","30"
"19956","1"
"22880","60"
"23988",""
"24468","1"
"24723","21"
"31865",""
"32369","99"
"32991",""
"38779","1"
"40853","19"
"41220","4"
"44391","9"
"45093","1"
"46415","1"
"47323","14"
"49455",""
"51124",""
"52239","5"
"52830",""
"53728","42"
"54200","9"
"55862","12"
"57384","1"
"57800",""
"59022",""
"64432",""
"70450","8"
"71328","33"
"75057","18"
"77686",""
"80291",""
"87365","9"
"92561",""
"93451","3"
"95852",""
"97765",""
"99999","2"
"101337","5"
"103203","1"
"108518","8"
"108838",""
"109293","7"
"111576","17"
"111763","3"
"113526","1"
"117352","1"
"117920",""
"118463","5"
"120206",""
"120977",""
"123159","1"
"134988",""
"135802","6"
"136837","1"
"138311","1"
"139046","1"
"139053","1"
"139199","45"
"139483",""
"141399",""
"143632","2"
"144696","12"
"146520","1"
"147491",""
"148059","8"
"148068",""
"154242",""
"155400",""
"157938","58"
"162296",""
"166411",""
"183656","5"
"184319",""
"184328","11"
"188114",""
"188491","5"
"188835","3"
"195717","0"
"196150","4"
"196845","2"
"197268",""
"197388","3"
"197835",""
"198071",""
"198803",""
"199017","12"
"200545","7"
"201863","5"
"205070","18"
"205153",""
"205668","1"
"210820",""
"210832","1"
"211001","5"
"211385","1"
"211941",""
"212510","38"
"212858",""
"213380","52"
"215302","2"
"215306","7"
"216324",""
"223480","8"
"226316",""
"228138","12"
"232484",""
"232500","12"
"232990",""
"235759","1"
"241040","1"
"242648","3"
"246822","2"
"248789",""
"252180","10"
"254980",""
"255723","11"
"258721","4"
"259372","2"
"261202",""
"262145","5"
"263367","6"
"263818","1"
"265305",""
"267451","7"
"267607","2"
"269713","6"
"270010",""
"270453","3"
"272112","1"
"273165",""
"273396","19"
"276132","3"
"276177",""
"277695",""
"278273",""
"279418",""
"281843",""
"284796",""
"290460",""
"291102",""
"291744",""
"292276",""
"295156","27"
"295910",""
"296193",""
"297136","1"
"298535","4"
"299826",""
"303096","1"
"304616","2"
"304658","1"
"306703","1"
"307448",""
"309497","2"
"310476",""
"312254",""
"315240","3"
"317175","3"
"317788",""
"319508","2"
"327097","8"
"332833","1"
"333812",""
"340568","2"
"341585","3"
"342378","76"
"343995","4"
"344314","2"
"344719","1"
"344774","1"
"347056","4"
"347948","2"
"348090","1"
"350588","0"
"350697","2"
"353799","3"
"353968","3"
"354323",""
"355632",""
"360348","2"
"360520","57"
"362948","1"
"365158",""
"367180","4"
"373761",""
"375524","2"
"380336","4"
"381890","4"
"384489","5"
"386047","2"
"387104","3"
"390908",""
"402705","2"
"403394",""
"404806","12"
"409725","1"
"410253",""
"412184",""
"413137",""
"413677","3"
"421458","6"
"422903",""
"426294",""
"427598","22"
"430386","1"
"432753",""
"434776",""
"437962","1"
"442443","4"
"442995",""
"443411","2"
"443988","1"
"444698","2"
"448431","1"
"450160","5"
"454771","1"
"456109","10"
"457471","3"
"460519","12"
"461120",""
"461886","0"
"465997",""
"466506","3"
"467391","3"
"471257",""
"473531",""
"473687","39"
"475216","6"
"476701",""
"477649","10"
"478251","3"
"478455",""
"479233","162"
"479838","1"
"481098","1"
"481845","11"
"482341",""
"485866",""
"487739","1"
"488637","2"
"491109",""
"492340","0"
"493531",""
"495392","2"
"498521","4"
"500586",""
"507124","1"
"508538","4"
"512174","5"
"519781","2"
"519872",""
"521101","31"
"522778",""
"523627","16"
"523629","20"
"525156",""
"525734","1"
"526576","2"
"527973","0"
"529971",""
"534742","2"
"536584","71"
"539348",""
"540524","6"
"542149","1"
"544239","8"
"545849",""
"549987","2"
"550742","2"
"553353","4"
"555076","2"
"555222","5"
"558360","4"
"558877",""
"559995","1"
"564632","2"
"565425","2"
"568609","3"
"568657","7"
"568970","1"
"578679","3"
"579224","2"
"580534","10"
"585919","3"
"587638",""
"589834","22"
"590708","2"
"592523",""
"596057",""
"597788","1"
"599509","1"
"601209","4"
"602539","36"
"606091",""
"606099","1"
"606830",""
"607372","1"
"612178","2"
"612728","2"
"615954",""
"617109","1"
"619991","4"
"622061",""
"622930","0"
"627395","1"
"629755","5"
"632300","2"
"632503",""
"637090","3"
"638057","1"
"641810","1"
"643414",""
"646195","9"
"647514","10"
"654758",""
"655042","1"
"655137","3"
"657676","1"
"658826","2"
"660335","1"
"661081",""
"663768",""
"664673","63"
"669849","2"
"671512","1"
"672506","2"
"675172",""
"675380","5"
"678471","0"
"680753","3"
"681928","10"
"684662",""
"689508","4"
"690108","2"
"690473",""
"691533",""
"693786","3"
"696629","1"
"696702",""
"696793","1"
"699379",""
"700529","2"
"701192","3"
"703856","1"
"705636","1"
"706924",""
"709580","2"
"713611",""
"714631","2"
"715348","4"
"722008","1"
"723945","3"
"725367",""
"727812","5"
"728899",""
"729041","2"
"729908","2"
"733753","8"
"735001",""
"735778",""
"738071","1"
"738776",""
"740812","1"
"740837","6"
"742089",""
"744530","6"
"746998","31"
"747538","1"
"750831",""
"753801",""
"757857","11"
"760358","3"
"761613",""
"763316",""
"763450","1"
"765448","1"
"767310","8"
"771315",""
"773899",""
"774569","1"
"777100",""
"777305",""
"780214","3"
"781658","3"
"781766","4"
"782733",""
"783523","3"
"785016","3"
"786029","2"
"786651",""
"788844","1"
"791626","1"
"792097","4"
"792522","3"
"793903",""
"795553","4"
"797764",""
"798615",""
"801347","1"
"802879","7"
"805141","6"
"805686","2"
"806787","12"
"807943","2"
"809590","5"
"810533","3"
"812894",""
"812945","2"
"816224","4"
"820030","3"
"820307","2"
"820645",""
"823821","2"
"823853","2"
"823996",""
"824055","1"
"827016","1"
"830472","1"
"832237","1"
"832483","1"
"833262",""
"833358",""
"834155",""
"840929",""
"842357","1"
"847188",""
"851538","1"
"855473",""
"858036","5"
"858678",""
"859589","2"
"860895","1"
"860954","14"
"861577","1"
"862571",""
"867009",""
"869320","32"
"871914",""
"873562",""
"878722",""
"881661","1"
"883499",""
"895385",""
"897550",""
"898683","5"
"900763","3"
"901214","5"
"901251",""
"901946","4"
"904344",""
"905331","3"
"910241","1"
"915039","8"
"915786",""
"915811","1"
"915839",""
"915860",""
"918004","1"
"918022",""
"918676","29"
"919733",""
"922779","9"
"926402",""
"932423",""
"932793",""
"935218",""
"936306","1"
"938031","19"
"938978","1"
"941528","1"
"942139","3"
"942544","1"
"943488","0"
"945584",""
"945998",""
"946141",""
"946547",""
"948177",""
"949543","4"
"949570","1"
"954518",""
"955915","2"
"956993","1"
"961830",""
"962354","2"
"965987",""
"967514",""
"968337","1"
"969539","1"
"969942",""
"970114",""
"974947",""
"976696",""
"978533",""
"981587","1"
"984106",""
"984208",""
"984773","8"
"985199","1"
"986119",""
"986192","1"
"986403","6"
"992944",""
"994291","1"
"994371","1"
"995379","1"
"997972","2"
"999328",""
"1000232",""
"1000281","3"
"1000347","3"
"1004707",""
"1008779","1"
"1011777","2"
"1011782",""
"1012396","1"
"1015697","2"
"1025432","8"
"1026483","497"
"1031856","3"
"1034415",""
"1035342","2"
"1037590","11"
"1037798","2"
"1037813",""
