id,ParentId,owneruserid,score
"11776","11762","489","3"
"18452","18448","1199","0"
"18466","18448","1199","1"
"18484","18448","1130097","8"
"18492","18448","1683","0"
"21969","21965","2257","4"
"21985","21965","2005","1"
"21989","21965","1111","0"
"21991","21965","2429","13"
"26283","11762","2695","27"
"29349","29346","392","0"
"29352","29346","1117","0"
"29354","29346","1293","3"
"47263","47262","3146","6"
"47269","47262","380","0"
"50693","50684","5110","0"
"50703","50684","2424","0"
"54321","53824","5620","1"
"54749","53824","5542","0"
"54994","54991","5640","20"
"54997","54991","3263","115"
"55023","54991","1200","6"
"55028","54991","1117","1"
"55447","54991","5409","574"
"55730","18448","5674","2"
"59947","59893","1695","0"
"60054","59893","5618","31"
"60064","59893","5274","-6"
"60081","59893","6204","0"
"62274","53824","5542","2"
"71212","71146","9440","4"
"73346","71146","6143","3"
"83587","83553","7300","4"
"83590","83553","15087","2"
"83619","83553","7516","1"
"86484","86477","5903","20"
"86486","86477","13279","6"
"86492","86477","3447","10"
"86493","86458","16027","2"
"86502","86458","12085","0"
"86510","86458","5957","38"
"94828","94809","380","1"
"94832","94809","507","1"
"94839","94809","13179","1"
"94924","94809","12275","0"
"98201","98074","8787","3"
"98262","98074","3474","6"
"98419","98074","2783","8"
"101920","100919","8269","2"
"102520","102496","","0"
"102643","102496","2926","2"
"103117","102496","12267","4"
"103228","103177","1278","1"
"103658","102496","9573","3"
"108664","102496","10853","1"
"108754","102496","9360","1"
"108757","102496","14107","2"
"118613","118599","4977","8"
"118628","118599","4615","3"
"120153","120116","2429","12"
"120230","120116","19546","0"
"121526","121493","7450","2"
"121527","121493","2429","0"
"121532","121493","4068","1"
"121559","121493","16724","4"
"121630","121493","4777","1"
"124720","124674","5042","2"
"125091","124885","7280","1"
"129638","129629","1790","9"
"129673","129629","20483","0"
"129738","129629","2199","1"
"129769","129629","4140","0"
"129939","129544","2199","1"
"133644","129544","16724","1"
"136312","136219","1638","2"
"148886","148879","4337","14"
"148893","148879","18941","3"
"148896","148879","2973","0"
"148898","148879","4482","11"
"148900","148879","11098","22"
"152522","152419","15406","3"
"153057","100919","21849","1"
"153939","100919","1514","1"
"153966","100919","23427","1"
"154687","154430","23897","38"
"154727","154430","28952","0"
"158999","158800","2424","0"
"159033","158800","14642","0"
"159226","158800","1529","1"
"162212","162031","24227","5"
"162219","162031","12253","1"
"162308","162031","12601","3"
"167375","167252","11314","1"
"170807","170689","1554","2"
"176944","170689","2424","1"
"181599","181581","5542","1"
"182722","170689","7714","11"
"188148","188134","22656","7"
"193395","94809","9209","2"
"193410","50684","9209","2"
"196195","196177","19762","5"
"196212","94809","11492","0"
"196237","196177","","1"
"196304","196177","11388","3"
"197409","197388","1288","2"
"197418","197388","26792","2"
"197422","197388","22114","5"
"197431","197388","16724","7"
"197437","197388","6521","1"
"197534","197388","16724","1"
"202075","202011","8954","110"
"203281","201153","27453","0"
"206479","206438","28120","49"
"206529","206438","7625","6"
"206544","206438","4273","8"
"206548","206438","18255","14"
"206643","206438","5551","13"
"206804","206793","12349","15"
"206810","206438","15002","8"
"206825","206793","1075","7"
"207066","206438","27472","6"
"209256","209242","12950","22"
"211952","211941","24181","1"
"212024","211941","15307","0"
"212524","212510","23795","10"
"212526","212510","12870","129"
"212530","212510","28567","-1"
"212535","212510","19762","9"
"212536","212510","2357","0"
"212560","212510","23795","1"
"212589","212510","27637","26"
"212772","212763","380","1"
"212783","212763","12725","3"
"212822","212763","1659","22"
"212846","212763","28636","1"
"213037","212510","13087","5"
"213599","213568","9642","2"
"229652","229596","30419","1"
"229770","229596","4965","4"
"229997","229596","4425","1"
"234270","234234","12950","0"
"234273","234234","5597","5"
"239471","239463","2525","6"
"239991","239979","377","2"
"240120","239979","29639","-1"
"241501","50684","4918","0"
"243685","243646","17847","28"
"243787","243646","6909","1"
"244036","243995","26286","1"
"244054","244019","31395","0"
"244086","244019","14440","2"
"244089","244019","1965","4"
"244099","244019","25210","1"
"244195","244152","4548","0"
"244245","244152","2595","0"
"244798","243995","22835","6"
"244874","244152","14033","2"
"245383","239979","1551","0"
"246878","246822","28591","0"
"247019","246822","13087","1"
"247070","246822","2610","7"
"247195","246822","3509","1"
"248662","243646","5542","4"
"249559","249540","13087","0"
"249582","249567","13552","31"
"249594","249540","11829","12"
"250241","249567","32765","13"
"251757","243646","32093","49"
"252890","252882","32133","1"
"252892","252882","6461","7"
"253112","252974","1855","2"
"255073","254980","5645","5"
"255213","255171","33231","0"
"256903","252974","28305","2"
"240271","240224","8205","0"
"240261","240224","23354","2"
"240247","240224","18255","0"
"240245","240224","13279","0"
"213579","213568","13757","0"
"258262","240224","12045","0"
"258894","258889","30913","2"
"259566","258889","4425","1"
"262065","261873","11112","1"
"264658","261873","30776","1"
"265006","264889","11492","3"
"265873","264889","13087","0"
"267923","261873","32203","0"
"268362","268320","26479","2"
"268365","268320","6491","0"
"268431","268320","5791","2"
"269114","269101","19540","8"
"269115","269101","4050","2"
"269121","269101","12349","32"
"269125","269101","2525","7"
"269126","269101","7140","3"
"269154","269101","19038","1"
"269218","269101","23633","12"
"269237","269101","3312","0"
"269391","269101","1334","0"
"269878","269101","","2"
"270051","270010","5460","3"
"270661","270625","8223","2"
"272185","206438","2779","0"
"272235","212510","2779","12"
"273499","273452","19020","143"
"273501","273452","30419","9"
"276002","212763","15623","1"
"277760","261873","","1"
"281107","281068","5542","3"
"281110","281068","419","0"
"281115","281068","28294","0"
"281131","281068","30884","0"
"285146","284500","37055","0"
"285377","211169","36979","17"
"288611","288287","32484","1"
"288749","288732","33213","5"
"288754","288732","36656","6"
"288756","288732","12711","46"
"288789","288732","28258","5"
"289607","289601","6434","4"
"290558","290548","12702","22"
"290571","290548","32632","10"
"290580","290548","30934","71"
"290599","290548","9345","34"
"290606","290548","22078","18"
"291137","284500","21828","0"
"291173","284500","","0"
"291782","291744","5618","1"
"291811","290548","37843","28"
"292008","291744","12915","0"
"292617","124885","","0"
"295545","295538","5640","0"
"295553","295538","23354","3"
"295691","295538","12702","1"
"295703","295538","2199","152"
"297553","297498","30225","1"
"297708","297498","489","1"
"300781","300582","10292","1"
"300782","300582","2199","0"
"301288","299793","37843","-1"
"308862","308756","17034","14"
"309429","308756","25319","14"
"312498","311677","23354","0"
"312630","312621","40007","2"
"312633","312621","27461","1"
"312639","312621","2208","0"
"313799","252882","21429","31"
"317670","317652","9536","3"
"317671","317652","1559","7"
"318407","103177","","0"
"319376","311677","14033","1"
"319918","318039","20225","0"
"323862","318039","38976","1"
"327073","326818","12950","127"
"327109","102496","14431","0"
"327667","327654","37815","5"
"327668","327654","987","3"
"327738","327654","748","7"
"327767","327654","23283","12"
"332644","332477","29555","3"
"332861","332477","12950","0"
"335295","334259","24730","3"
"342034","341956","34502","0"
"343463","281843","43534","0"
"344865","344774","29650","0"
"354105","354068","17787","0"
"354198","354068","28540","1"
"354247","354068","36212","0"
"354598","201153","","0"
"359357","359342","25746","1"
"359371","359342","38124","0"
"359412","359342","44532","1"
"359448","359342","44991","7"
"359923","359342","15570","39"
"361076","360838","25737","0"
"361091","360838","41624","1"
"379297","179425","47535","6"
"379336","379319","47020","3"
"379521","379276","10784","6"
"380248","240224","43906","0"
"380339","380336","33708","1"
"380343","380336","39106","1"
"380642","379941","33650","2"
"381039","201153","26396","5"
"382339","380336","23276","6"
"384734","384725","1200558","2"
"387886","379276","12958","0"
"388463","240224","31395","1"
"389713","289601","","1"
"390968","390853","2783","2"
"392026","240224","32203","0"
"393136","393118","10639","1"
"393147","393118","26","0"
"393302","393118","49057","2"
"396349","396324","44639","1"
"396359","396324","33349","1"
"396383","396324","44639","0"
"396400","396324","36866","1"
"396490","396324","33349","0"
"399384","269101","","0"
"408488","379319","51080","1"
"410195","399155","51275","2"
"415902","124885","40322","1"
"424533","424517","3320","11"
"424555","424517","8155","2"
"424657","424517","1423922","4"
"424783","424517","47161","0"
"424820","424517","47366","0"
"425048","424517","51577","2"
"426171","425688","26396","11"
"426220","425688","41624","17"
"428519","428478","17516","5"
"428522","428478","53114","1"
"430396","430386","52717","9"
"430398","430386","40161","4"
"430399","430386","149","4"
"430402","430386","2982","1"
"430404","430386","25640","5"
"431027","431013","13502","9"
"431028","431013","16076","17"
"432759","432753","23354","7"
"432775","432753","","1"
"434412","434404","22769","3"
"434429","434404","43475","3"
"435090","430386","15416","2"
"435360","152419","2663","1"
"436848","436760","51769","0"
"436949","436760","30366","0"
"437881","437864","78561","2"
"437885","437864","52551","4"
"437907","437864","48527","2"
"438714","438704","23354","8"
"438723","438704","47366","10"
"438793","344774","36590","0"
"438879","438704","47366","9"
"439294","439253","33226","1"
"439896","439253","33051","0"
"440129","439253","22769","1"
"440475","440463","33708","1"
"440480","440463","31318","1"
"440493","440463","1175","59"
"443435","443411","23354","1"
"443490","443411","27414","1"
"444270","444248","740","4"
"444283","444248","51560","1"
"444301","444248","50970","0"
"444310","444248","3043","16"
"444325","443411","29244","27"
"444343","444248","21398","1"
"444353","444248","53599","0"
"444358","444248","6568","4"
"444366","444248","267","3"
"444381","444248","20553","1"
"444414","444248","23667","0"
"444435","444248","47225","2"
"444487","444248","21398","3"
"444587","444248","740","0"
"445708","444248","47366","2"
"447812","447785","18097","1"
"447826","447785","25737","1"
"447830","447785","71","1"
"450452","344774","55120","0"
"451427","390853","53963","0"
"453422","453404","51017","0"
"453428","453404","23114","0"
"454777","454771","48839","2"
"454778","454771","","2"
"454889","454771","23354","1"
"455079","453404","49241","2"
"455113","453404","16219","0"
"455903","454368","48317","4"
"455952","454368","3496","4"
"456901","456837","53771","0"
"457504","457307","46279","9"
"462441","462160","9443","1"
"462719","379276","","13"
"463390","430599","5542","1"
"464606","464580","53771","6"
"464729","464478","57475","0"
"464975","464478","57475","1"
"466104","118599","10165","2"
"466502","466482","1574","3"
"466503","466482","2688","29"
"466505","466482","15592","1"
"466552","466482","51275","1"
"470788","300582","16892","0"
"473186","473173","3201","74"
"473187","473173","8155","14"
"473189","473173","460845","3"
"473697","473687","12950","9"
"474288","474259","22656","2"
"474301","474259","26682","2"
"474321","474259","58099","0"
"474325","474259","","0"
"475322","300582","38242","0"
"476732","476701","12950","3"
"476766","476701","38053","2"
"476801","476701","2199","1"
"481105","481098","3043","6"
"481118","481098","13279","0"
"481126","481098","58099","1"
"481233","481098","59115","0"
