id,owner_user_id
"657","115"
"6847","381"
"8318","1054"
"14350","1228206"
"14617","1769"
"16003","1738"
"19956","436255"
"20841","179"
"22880","1341"
"23961","2580"
"24468","616"
"24723","1406"
"31865","2452"
"32369","3262"
"32991","1965"
"34708","1931"
"38779","781"
"40853","4337"
"45093","4541"
"46415","72"
"47323","1583"
"49455","4966"
"51124","5023"
"52239","673"
"52830",""
"53728","184"
"55862","4154"
"57384","5548"
"57800","1219"
"64432","8563"
"68792",""
"70450","8446"
"73947","11911"
"75057","13099"
"77686","1432"
"87365","14570"
"95852",""
"99999","17663"
"108518","17675"
"109293","2525"
"111576","17162"
"117920","781"
"118463","20150"
"120380","15474"
"121490","21160"
"123159","10352"
"138311","7473"
"139046","21379"
"139053","3139"
"141427","22802"
"143632","12344"
"144696","3560"
"148059","1599"
"157938","3056"
"162296","15406"
"166411","18702"
"166639","24805"
"170844","1311500"
"172392","2260"
"177331","21963"
"183656","9516"
"184328","6375"
"188114","8741"
"188835","2915"
"194358",""
"196150","14752"
"197268","19956"
"197388","12862"
"197835","16663"
"198071","27493"
"198803","13855"
"199017","27304"
"201863",""
"202011","3291"
"205070","7598"
"205468","15815"
"205668","24898"
"210832","16794"
"211385","11792"
"211941","905"
"212510",""
"212858","17337"
"213380","1942"
"215306","26111"
"216324","29373"
"223480","12469"
"224272","2233"
"226316","11356"
"228138","392"
"232484","26976"
"232990",""
"235759","16957"
"241040","392"
"242648","6369"
"246822","2610"
"248789","31307"
"252180","21969"
"254980","12842"
"255723","11905"
"258721",""
"259372","5447"
"261202","32336"
"262145","30917"
"263367","27637"
"263818","15985"
"265305","39677"
"267451","7831"
"267607","16398"
"269713","13668"
"270453","33731"
"273165","1865"
"273396",""
"276177","35955"
"277695","9941"
"278273","35223"
"279693","24622"
"281843","36668"
"290460",""
"291102","33910"
"291744","9266"
"295156","191"
"295910","335036"
"296193","38292"
"297136","4794"
"299826","38663"
"303096","10968"
"304658","1996"
"306489","32247"
"307448","327"
"309497",""
"310476","33977"
"312254","571"
"315240","22586"
"317175","4639"
"317788","15124"
"319508","40875"
"327097","14431"
"333812","26042"
"337663","41384"
"340568","33264"
"341585","1492"
"342378","35293"
"343995","43649"
"344314","39057"
"344774","3226"
"347056",""
"347948","16511"
"348090","16684"
"350588","636"
"353799","44709"
"354021","1456"
"354323","36378"
"355632","1074"
"360520","4249"
"362948","44330"
"365158","11394"
"367180","40714"
"373761","46264"
"375524","24970"
"380336","40939"
"382464","10420"
"384489","47544"
"384725","43734"
"390677","6258"
"390908","257734"
"395045","1606"
"402705",""
"403394","50530"
"404806","426996"
"409725","14281"
"410253","12570"
"413677","2361"
"421458","722"
"426294","35335"
"432753","13627"
"434776","3713"
"435408","1190"
"437962",""
"442443","1353085"
"442594","36131"
"444698","7280"
"445177","1574"
"446467","1246613"
"454771","18505"
"455234","41860"
"456109","425"
"457471","21849"
"460519",""
"461120","44715"
"461886","57153"
"465997","57577"
"473531","32021"
"473687","5017"
"475216","56349"
"476701","6486"
"477649","53467"
"478251","53467"
"478455","23072"
"481098","39321"
"481845","47167"
"482341","38264"
"483197","14072"
"485866","52146"
"487739","52555"
"488637","13054"
"489119","51649"
"491109",""
"495392","6400"
"498521","26721"
"500586","4697"
"503666","20553"
"507124","470"
"507753","14302"
"508538","1742702"
"512174","4280"
"519872","854"
"521101","37416"
"522778",""
"523629","2238"
"525056","51025"
"525156",""
"526576",""
"529971","64334"
"532070",""
"533965","6681"
"534742","16883"
"536584","10080"
"538059","59941"
"539348","4296"
"540496","13470"
"540524","98266"
"543947","908"
"544239","54408"
"545849","54964"
"549987","92448"
"550742","14118"
"553353",""
"555076","48729"
"555222","48729"
"558877","62830"
"559995",""
"564632","20406"
"564684","7205"
"568657","31728"
"568970","35954"
"575817","69672"
"579224","6716"
"580534","23666"
"583592","62895"
"587638","70424"
"589834","47341"
"590708","6791"
"594443","13447"
"596057","69048"
"599509","49153"
"601209","67624"
"606099","1585"
"606830","8345"
"607372","37064"
"612178","72136"
"612728","29675"
"615144","1491425"
"615954","399"
"617109","74470"
"619991",""
"622061",""
"622930",""
"627395",""
"629695","1246613"
"629755","55845"
"632300","67082"
"632503","62085"
"638057","1897"
"641810","20979"
"646195","76793"
"647514","70711"
"655042","8707"
"657676",""
"658826",""
"661081","75963"
"673355","62918"
"678454","80633"
"678471","54822"
"680753","68262"
"681928","38626"
"684662",""
"689369","42106"
"689508","63751"
"690108","80363"
"696629","62830"
"696702","72668"
"696793","73921"
"700529","62918"
"701192","82208"
"705636","69986"
"706924","71126"
"710402","86282"
"713600","430254"
"713611","81514"
"714631","81544"
"715113","72871"
"715348","22452"
"720673","298"
"722008","43250"
"723945","83473"
"725367","79631"
"728899","64027"
"729908","13338"
"733753","89021"
"735778",""
"738071","42981"
"740812","86751"
"740837","86751"
"744530","7475"
"746998","1796"
"747538","40939"
"750831","76465"
"753081","46011"
"753801",""
"757857","18255"
"760358","85095"
"763450","1801"
"765448","85095"
"767310","6181"
"768395","12950"
"770830","43923"
"774569","32247"
"777100","85853"
"779959","26349"
"781658","17777"
"781766","12124"
"782733","68602"
"783412","70592"
"783523","13757"
"786029","40655"
"788844","85095"
"789759","70288"
"792097","96354"
"793903","28045"
"797764","23369"
"801347","42475"
"805686","5261"
"806787","45005"
"809590","8946"
"810533","6605"
"812894","68473"
"812945","13337"
"816224","64873"
"820030","4454"
"820307","78026"
"821375","33918"
"822969","61962"
"823821","13198"
"823853","54519"
"823996",""
"830472","96692"
"832237","93431"
"832483",""
"833262","102363"
"833358","38124"
"834155",""
"837417","65387"
"841984",""
"842357","55236"
"849077","91857"
"851538",""
"855473","104459"
"855933","44815"
