id,favorite
"657","5"
"6847","2"
"8318","5"
"14350",""
"14617","118"
"16003","1"
"19956","1"
"20841","2"
"22880","60"
"23961",""
"24468","1"
"24723","21"
"31865",""
"32369","99"
"32991",""
"34708","8"
"38779","1"
"40853","19"
"45093","1"
"46415","1"
"47323","14"
"49455",""
"51124",""
"52239","5"
"52830",""
"53728","42"
"55862","12"
"57384","1"
"57800",""
"64432",""
"68792","5"
"70450","8"
"73947","176"
"75057","18"
"77686",""
"87365","9"
"95852",""
"99999","2"
"108518","8"
"109293","7"
"111576","17"
"117920",""
"118463","5"
"120380","3"
"121490","1"
"123159","1"
"138311","1"
"139046","1"
"139053","1"
"141427","1"
"143632","2"
"144696","12"
"148059","8"
"157938","58"
"162296",""
"166411",""
"166639","0"
"170844","1"
"172392","2"
"177331",""
"183656","5"
"184328","11"
"188114",""
"188835","3"
"194358",""
"196150","4"
"197268",""
"197388","3"
"197835",""
"198071",""
"198803",""
"199017","12"
"201863","5"
"202011","359"
"205070","18"
"205468",""
"205668","1"
"210832","1"
"211385","1"
"211941",""
"212510","38"
"212858",""
"213380","52"
"215306","7"
"216324",""
"223480","8"
"224272","2"
"226316",""
"228138","12"
"232484",""
"232990",""
"235759","1"
"241040","1"
"242648","3"
"246822","2"
"248789",""
"252180","10"
"254980",""
"255723","11"
"258721","4"
"259372","2"
"261202",""
"262145","5"
"263367","6"
"263818","1"
"265305",""
"267451","7"
"267607","2"
"269713","6"
"270453","3"
"273165",""
"273396","19"
"276177",""
"277695",""
"278273",""
"279693","1"
"281843",""
"290460",""
"291102",""
"291744",""
"295156","27"
"295910",""
"296193",""
"297136","1"
"299826",""
"303096","1"
"304658","1"
"306489",""
"307448",""
"309497","2"
"310476",""
"312254",""
"315240","3"
"317175","3"
"317788",""
"319508","2"
"327097","8"
"333812",""
"337663","2"
"340568","2"
"341585","3"
"342378","76"
"343995","4"
"344314","2"
"344774","1"
"347056","4"
"347948","2"
"348090","1"
"350588","0"
"353799","3"
"354021",""
"354323",""
"355632",""
"360520","57"
"362948","1"
"365158",""
"367180","4"
"373761",""
"375524","2"
"380336","4"
"382464","6"
"384489","5"
"384725",""
"390677",""
"390908",""
"395045","14"
"402705","2"
"403394",""
"404806","12"
"409725","1"
"410253",""
"413677","3"
"421458","6"
"426294",""
"432753",""
"434776",""
"435408",""
"437962","1"
"442443","4"
"442594",""
"444698","2"
"445177","6"
"446467","1"
"454771","1"
"455234","1"
"456109","10"
"457471","3"
"460519","12"
"461120",""
"461886","0"
"465997",""
"473531",""
"473687","39"
"475216","6"
"476701",""
"477649","10"
"478251","3"
"478455",""
"481098","1"
"481845","11"
"482341",""
"483197",""
"485866",""
"487739","1"
"488637","2"
"489119","32"
"491109",""
"495392","2"
"498521","4"
"500586",""
"503666","4"
"507124","1"
"507753","1"
"508538","4"
"512174","5"
"519872",""
"521101","31"
"522778",""
"523629","20"
"525056","2"
"525156",""
"526576","2"
"529971",""
"532070",""
"533965","15"
"534742","2"
"536584","71"
"538059","3"
"539348",""
"540496",""
"540524","6"
"543947","1"
"544239","8"
"545849",""
"549987","2"
"550742","2"
"553353","4"
"555076","2"
"555222","5"
"558877",""
"559995","1"
"564632","2"
"564684",""
"568657","7"
"568970","1"
"575817","5"
"579224","2"
"580534","10"
"583592","2"
"587638",""
"589834","22"
"590708","2"
"594443",""
"596057",""
"599509","1"
"601209","4"
"606099","1"
"606830",""
"607372","1"
"612178","2"
"612728","2"
"615144",""
"615954",""
"617109","1"
"619991","4"
"622061",""
"622930","0"
"627395","1"
"629695",""
"629755","5"
"632300","2"
"632503",""
"638057","1"
"641810","1"
"646195","9"
"647514","10"
"655042","1"
"657676","1"
"658826","2"
"661081",""
"673355","4"
"678454",""
"678471","0"
"680753","3"
"681928","10"
"684662",""
"689369","0"
"689508","4"
"690108","2"
"696629","1"
"696702",""
"696793","1"
"700529","2"
"701192","3"
"705636","1"
"706924",""
"710402","1"
"713600",""
"713611",""
"714631","2"
"715113",""
"715348","4"
"720673","2"
"722008","1"
"723945","3"
"725367",""
"728899",""
"729908","2"
"733753","8"
"735778",""
"738071","1"
"740812","1"
"740837","6"
"744530","6"
"746998","31"
"747538","1"
"750831",""
"753081","0"
"753801",""
"757857","11"
"760358","3"
"763450","1"
"765448","1"
"767310","8"
"768395",""
"770830","0"
"774569","1"
"777100",""
"779959","3"
"781658","3"
"781766","4"
"782733",""
"783412","1"
"783523","3"
"786029","2"
"788844","1"
"789759","1"
"792097","4"
"793903",""
"797764",""
"801347","1"
"805686","2"
"806787","12"
"809590","5"
"810533","3"
"812894",""
"812945","2"
"816224","4"
"820030","3"
"820307","2"
"821375",""
"822969","1"
"823821","2"
"823853","2"
"823996",""
"830472","1"
"832237","1"
"832483","1"
"833262",""
"833358",""
"834155",""
"837417",""
"841984",""
"842357","1"
"849077","1"
"851538","1"
"855473",""
"855933","0"
"858036","5"
"859589","2"
"860895","1"
"860954","14"
"861577","1"
"862350",""
"862571",""
"867009",""
"869320","32"
"871914",""
"873562",""
"878722",""
"881661","1"
"897550",""
"900763","3"
"901214","5"
"901251",""
"901946","4"
"904344",""
"905331","3"
"908283",""
"909819","1"
"910241","1"
"915039","8"
"915839",""
"915860",""
"918022",""
"918676","29"
"919733",""
"922779","9"
"926402",""
"929677","2"
"932423",""
"935218",""
"936306","1"
"938031","19"
"941528","1"
"942544","1"
"943488","0"
"945584",""
"945981",""
"945998",""
"946547",""
"949543","4"
"949570","1"
"953118",""
"954556","4"
"956993","1"
"961830",""
"962354","2"
"965042","8"
"967514",""
"968337","1"
"969539","1"
"969942",""
"970114",""
"974612","1"
"976696",""
"977686","1"
"978533",""
"981587","1"
"984106",""
"984208",""
"984773","8"
"986119",""
"986403","6"
"992944",""
"994291","1"
"995580",""
"997972","2"
"999010","4"
"1000232",""
"1000281","3"
"1001744","3"
"1004707",""
"1007348",""
"1008779","1"
"1011777","2"
"1011782",""
"1012396","1"
"1020218","12"
"1025432","8"
"1031856","3"
"1034415",""
"1037590","11"
"1046025",""
"1048722",""
"1052771",""
"1053940",""
"1055078",""
"1055677",""
"1057571",""
"1057768","2"
"1059689",""
"1062367",""
"1063021",""
"1063138",""
"1063533",""
"1066491",""
"1069722","4"
"1076165","2"
"1079130",""
"1079710",""
"1084814","0"
"1088945","1"
"1089342","3"
"1090494",""
"1091665",""
"1091696","2"
"1094274",""
"1095349",""
"1095871","67"
"1101305","1"
"1102884","5"
"1105493","0"
"1105971","0"
"1108267","2"
"1119281","1"
"1122086","6"
"1125330",""
"1126732",""
"1131733","1"
"1134312","2"
"1135809","4"
"1137361",""
"1137904",""
"1139360",""
"1141542",""
"1142670","3"
"1144840","1"
"1146262","4"
"1146396",""
"1149447",""
"1159729","23"
"1161340","4"
"1161751",""
"1162829","2"
"1168731","8"
"1169652","1"
"1170294",""
"1170957",""
"1171583","2"
"1175008","3"
"1175091",""
"1176006",""
"1180365","6"
"1181155","2"
"1190251","1"
"1191213","1"
"1191973","1"
"1192572",""
"1193220",""
"1193529","59"
"1193697","1"
